virus_taxid,h2h_prob,zoo_prob,h2h_pseudo,zoo_pseudo,is_labelled,umap_x,umap_y,umap_z
1194641,0.9999,0.0001,1,0,False,2.7352853,2.6784203,2.3292985
1194757,0.6956,0.5466,0,0,False,8.971791,17.5622,6.7806897
1195068,1.0,0.0,1,0,False,2.9622006,2.5022256,2.3393815
1195071,1.0,0.0,1,0,False,2.9194999,2.8913248,2.264748
1195072,0.9999,0.0001,1,0,False,2.7579434,1.8929986,2.4876227
1195076,0.0,0.0,0,0,False,8.515088,1.4810777,11.417115
1195077,0.0,0.0,0,0,False,8.500885,1.4767357,11.394992
1195078,0.0,0.0,0,0,False,8.532807,1.4806387,11.447417
1195079,0.0,0.0,0,0,False,8.524377,1.4874928,11.423836
1195080,0.0,0.0,0,0,False,8.512799,1.4810678,11.414955
1195081,0.0,0.0,0,0,False,8.496487,1.4722353,11.385424
1195085,0.0255,0.9743,0,1,False,5.6326165,5.025735,3.1266572
1195086,0.3392,0.7984,0,0,False,1.9891946,1.1882156,2.7145402
1195087,0.9954,0.0023,1,0,False,3.4832373,5.3271217,3.9273896
1195364,0.0959,0.8914,0,0,False,5.885573,6.342525,4.08164
1195367,0.3035,0.6646,0,0,False,8.358059,14.046172,6.866605
1195370,1.0,0.0,1,0,False,3.0973856,3.332463,2.7060993
1195378,0.0019,0.9989,0,1,False,11.278484,19.325863,6.8657317
1195796,0.9841,0.0149,1,0,True,3.417447,1.713504,3.27456
1196236,0.1894,0.7868,0,0,False,6.0885615,4.563525,3.3613338
1196237,0.1427,0.8329,0,0,False,5.8306265,4.4754033,3.4404972
1196647,0.0002,0.0466,0,0,False,5.053552,6.0746737,4.4314957
1197935,0.9827,0.0173,1,0,False,4.0956397,4.381824,2.924592
1197951,0.5805,0.3883,0,0,False,7.216962,10.284101,6.863899
1198013,0.9182,0.0818,1,0,False,4.904855,2.6921,3.1876144
1198014,0.9203,0.0797,1,0,False,4.713802,2.9691634,3.112469
1198147,0.0028,0.1927,0,0,False,5.115838,8.455695,6.8841457
1200862,0.9989,0.0011,1,0,False,2.920335,1.7333394,2.5152504
1200971,0.0,0.0,0,0,False,10.9902315,20.2733,3.4522038
1202142,1.0,0.0,1,0,False,3.2007115,3.2304785,2.6621308
1204178,1.0,0.0,1,0,False,3.1763306,2.2719595,2.5576668
1204515,0.0,0.0,0,0,False,24.647045,8.443125,7.850958
1204516,0.9997,0.0003,1,0,False,3.6515877,3.937366,2.6566894
1204517,0.0001,0.9999,0,1,False,7.64728,5.363307,3.9375863
1204521,0.8829,0.117,0,0,False,4.9597898,4.886489,2.9785647
1204522,0.0,0.0,0,0,False,11.299172,-6.2862124,0.17651214
1204523,0.6922,0.3078,0,0,False,4.575407,4.3571973,2.6380267
1204524,0.6824,0.3458,0,0,False,10.881498,3.8346083,4.0462523
1204525,0.0975,0.9721,0,1,False,11.74752,3.3582184,3.8762314
1204528,0.9997,0.0003,1,0,False,3.4992342,3.8625572,2.6964917
1204529,0.9957,0.0043,1,0,False,3.6639636,3.4512544,2.6777828
1204531,0.9957,0.0043,1,0,False,2.9273858,2.796207,2.6148446
1204533,0.204,0.7876,0,0,False,6.307432,6.0162306,4.248588
1204534,0.0268,0.1396,0,0,False,2.7896166,0.8686504,2.8382387
1204535,0.9995,0.0005,1,0,False,2.9750988,2.1346295,2.1548977
1204538,0.034,0.9658,0,1,False,7.274938,7.9374375,4.602612
1204539,0.3483,0.6517,0,0,False,3.9768333,4.46855,2.8488593
1204540,0.7029,0.297,0,0,False,3.0111873,1.8039346,2.2384074
1204541,0.7498,0.2501,0,0,False,4.409663,4.4270353,2.768291
1204542,0.0703,0.9183,0,1,False,6.542487,6.0228767,3.508284
1206110,0.9904,0.0096,1,0,False,2.9080162,2.1779227,2.7806125
1206556,0.0424,0.9566,0,1,False,6.707862,7.804312,4.2266545
1206557,0.9907,0.0093,1,0,False,4.984778,1.813563,2.6867087
1206558,1.0,0.0,1,0,False,3.3567739,2.3696544,3.790397
1206559,0.5024,0.0101,0,0,False,5.2844963,8.115908,5.3159485
1206560,0.0,0.0,0,0,False,11.25957,-6.2436137,0.21565492
1206566,0.0231,0.9765,0,1,False,6.409859,4.3097754,3.282945
1207438,0.1202,0.8791,0,0,False,5.1216855,3.2695546,2.8022811
1208236,0.9974,0.0026,1,0,False,3.0845091,1.9121661,2.4809575
1208309,1.0,0.0,1,0,True,3.3606987,5.564017,4.4301453
1208310,0.6257,0.573,0,0,False,9.27293,17.742918,6.8471227
1208587,1.0,0.0,1,0,False,3.5205424,4.009412,2.7768226
1209382,0.75,0.3045,0,0,False,8.650376,15.152489,6.706726
1209383,0.1853,0.7254,0,0,False,8.077864,12.832457,7.0896754
1209820,0.9723,0.0367,1,0,True,1.8137076,-3.6440873,5.4908605
1211278,0.3833,0.9682,0,1,False,8.840178,6.7571936,4.4380007
1211279,0.0,0.0,0,0,False,11.254172,0.2779748,2.830452
1211280,0.9837,0.0163,1,0,False,4.188717,3.0437353,3.0228407
1211285,0.0055,0.9945,0,1,False,3.347555,0.7813918,2.5816233
1211386,0.1555,0.8361,0,0,False,6.7228365,5.6082945,3.474938
1211388,0.0043,0.0665,0,0,False,4.5729203,6.464255,4.7271514
1211480,0.9993,0.0007,1,0,False,3.2646508,3.25288,2.9252388
1211481,0.0463,0.9571,0,1,False,7.6990623,7.45688,4.5625305
1211640,0.0927,0.9025,0,1,False,6.3424635,4.7923117,3.404395
1211641,0.997,0.0063,1,0,False,9.335722,5.059348,3.553136
1211642,0.9974,0.0054,1,0,False,8.655619,4.93172,3.4931684
1213198,0.6984,0.0983,0,0,False,7.2166085,11.933644,6.7824445
1213588,0.0072,0.9921,0,1,False,3.2981548,1.6021665,2.5670822
1214459,0.0052,0.9702,0,1,False,7.4934897,9.16268,5.359117
1214955,0.0003,0.9997,0,1,True,6.541481,2.8740644,3.4682486
1216472,0.1136,0.8755,0,0,False,6.2317953,5.279688,3.6186316
1216926,0.2899,0.8245,0,0,False,4.171081,1.8380964,3.106292
1217810,0.0355,0.9637,0,1,False,7.024313,7.875029,4.499484
1217821,0.9734,0.0266,1,0,False,3.6130173,3.871675,2.3188508
1218490,0.3532,0.6505,0,0,False,8.480532,13.546337,6.731411
1218727,0.9277,0.0722,1,0,False,4.2785,4.9210677,3.006437
1219376,0.9929,0.0116,1,0,True,5.4259744,15.712386,7.7888546
1219377,0.9999,0.012,1,0,True,5.412662,16.078102,7.857009
1219378,0.9975,0.0104,1,0,True,5.318654,15.707385,7.8109975
1219380,0.9904,0.0147,1,0,True,5.3398166,15.689275,7.7421165
1219381,0.953,0.0798,1,0,True,7.8589597,18.94819,7.5273156
1219404,0.9997,0.0152,1,0,True,5.4646254,16.317945,7.7815666
1219405,1.0,0.0001,1,0,True,5.53036,13.641732,7.0163417
1219406,0.9949,0.0103,1,0,True,5.258223,15.536912,7.8093996
1219407,0.9998,0.012,1,0,True,5.537805,15.929276,7.8129125
1219413,0.9896,0.0161,1,0,True,5.5146713,15.4406595,7.818786
1219416,0.9961,0.0082,1,0,True,5.3578086,15.516973,7.770265
1219419,1.0,0.0,1,0,True,5.073199,11.45872,6.4012184
1219465,0.4078,0.5228,0,0,False,8.265388,12.756337,6.9283805
1219896,0.7075,0.3829,0,0,False,7.6688385,11.547764,7.069675
1220025,0.8082,0.1896,0,0,False,3.8780177,4.84317,3.147744
1220265,0.9952,0.0115,1,0,True,5.6730294,15.594012,7.6453676
1220601,0.0339,0.2421,0,0,False,7.5095387,3.180053,3.2689893
1220602,0.9931,0.0069,1,0,False,3.3278587,3.8364408,2.6580637
1220604,0.7168,0.8969,0,0,False,8.055904,6.737975,4.1672664
1220714,0.0192,0.9803,0,1,False,6.396993,4.2937293,3.042076
1220715,0.6184,0.3816,0,0,False,5.457667,3.8707836,2.8829267
1220716,0.2818,0.7151,0,0,False,5.2350125,4.468728,2.9453144
1220717,0.9973,0.0055,1,0,False,9.0595,4.573536,3.687205
1221208,0.503,0.3721,0,0,False,4.5124483,5.519289,3.500806
1221328,0.9996,0.0004,1,0,False,3.3109272,2.812322,2.7197356
1221437,0.9695,0.0305,1,0,False,3.986339,4.561278,3.1782534
1221449,0.9969,0.0031,1,0,False,3.1556232,2.5633626,2.5895867
1221637,0.7308,0.3694,0,0,False,8.202184,11.757428,6.6712255
1221835,0.003,0.9969,0,1,False,2.918458,1.9959173,2.3054605
1222338,0.1945,0.7945,0,0,False,4.009838,1.3262951,3.1776364
1223259,0.003,0.9945,0,1,False,6.2893577,4.9419317,3.0465605
1223260,0.0073,0.9915,0,1,False,7.2270794,4.2946267,3.2776158
1223261,0.0054,0.9921,0,1,False,6.9114556,4.669284,3.093933
1223262,0.0074,0.9892,0,1,False,7.0839562,4.2555265,3.3780441
1223561,0.4573,0.5304,0,0,False,4.953203,6.4882936,5.482296
1223562,0.8582,0.0375,0,0,False,6.0485435,9.03413,6.1072283
1224510,0.7034,0.2966,0,0,False,4.941431,4.0095177,2.8345647
1224515,0.0034,0.9965,0,1,False,6.58636,3.961748,3.1039267
1224522,0.1543,0.0339,0,0,True,1.9677395,-3.8096876,5.4879775
1225644,0.0002,0.0004,0,0,False,4.1935267,6.207538,3.4885316
1225789,0.0068,0.9911,0,1,False,7.0163407,3.9441822,3.0525599
1225790,0.0376,0.9765,0,1,False,7.968221,6.665581,4.2018533
1225791,0.0013,0.9978,0,1,False,7.248785,4.8943996,3.4906697
1225792,0.0036,0.9951,0,1,False,7.4625487,3.831973,3.3444345
1225795,0.9968,0.0032,1,0,False,3.1852558,2.5865731,2.5324738
1225800,0.9975,0.0025,1,0,False,3.3613687,3.8958309,2.7102141
1226255,0.0,0.0,0,0,False,4.72215,1.936172,4.757992
1226258,0.0,0.0,0,0,False,5.9684706,-2.5529163,0.43057743
1226260,0.9862,0.029,1,0,False,5.794276,7.1521344,4.2627754
1226262,0.8913,0.0867,0,0,False,5.050154,4.4268093,3.1367798
1226263,0.9488,0.0517,1,0,False,4.9580846,4.398623,3.326837
1226723,0.9945,0.0002,1,0,False,5.603467,6.803851,4.5703535
1227557,0.6458,0.3276,0,0,False,2.1470351,1.7543671,2.7122824
1228012,0.5053,0.0093,0,0,False,4.9940896,8.536887,5.7316504
1229186,0.9993,0.0007,1,0,False,3.066185,3.008765,2.385162
1229324,0.0683,0.9161,0,1,False,7.1132812,10.1350975,5.6261263
1229325,0.9743,0.0257,1,0,False,4.0056114,3.7893507,2.7455041
1229751,0.0388,0.9921,0,1,False,3.2117238,0.53768784,2.1181562
1229752,0.1756,0.8049,0,0,False,2.9915216,1.2182496,2.6348712
1229753,0.999,0.001,1,0,False,3.553641,3.0512795,2.486985
1229754,0.0001,0.7084,0,0,False,6.6205835,2.9173267,2.9339826
1229755,0.0316,0.7485,0,0,False,5.986784,5.219735,3.2156372
1229757,0.9997,0.0003,1,0,False,2.9355273,3.2797413,2.6490877
1229760,0.9999,0.0001,1,0,False,3.702017,4.324651,2.7097101
1229782,0.0,0.0,0,0,False,9.563352,3.6731806,20.58296
1229784,0.0,0.0,0,0,False,9.09214,4.0152435,20.497227
1229786,0.0,0.0,0,0,False,9.402531,3.7847006,20.529024
1229787,0.0,0.0,0,0,False,9.37998,3.7537239,20.642225
1229788,0.0,0.0,0,0,False,9.430009,3.816748,20.639528
1229789,0.0,0.0,0,0,False,9.423163,3.595656,21.294785
1229790,0.0,0.0,0,0,False,9.241045,3.7897167,20.837189
1229791,0.0,0.0,0,0,False,9.409631,3.6533532,20.686255
1229792,0.0,0.0,0,0,False,9.293219,3.7336679,20.854713
1229793,0.0,0.0,0,0,False,9.250635,3.8753197,20.612534
1229794,0.0,0.0,0,0,False,9.38551,3.7390358,20.618237
1231048,0.5967,0.0001,0,0,False,5.267508,3.9439535,4.7756944
1231709,1.0,0.0,1,0,True,3.0740097,4.736272,3.3562534
1231903,0.086,0.8732,0,0,False,6.2652936,5.2620163,3.4359403
1232554,0.9996,0.0004,1,0,False,3.3262093,2.7218246,2.598875
1233320,0.9561,0.0394,1,0,False,4.8324385,6.4167233,5.1522956
1233383,0.9953,0.0053,1,0,True,8.229606,10.824085,6.5012026
1233488,0.9791,0.0209,1,0,False,3.863603,4.3359313,2.6961763
1233675,0.0022,0.9987,0,1,False,11.19262,19.33042,6.726463
1234171,0.8973,0.1669,0,0,False,3.1084852,-1.4866576,5.1010017
1234701,0.9966,0.0031,1,0,False,4.4116244,4.8026977,3.4403286
1234872,0.9922,0.0078,1,0,False,3.8501465,4.0116186,2.694822
1234874,0.9983,0.0017,1,0,False,3.1981905,2.8702774,2.607901
1234878,0.9263,0.0707,1,0,False,6.385013,9.816134,5.572031
1234879,0.8599,0.1319,0,0,False,6.196714,4.4915495,3.1068158
1234880,0.0493,0.836,0,0,False,6.2063375,6.1146674,3.8738956
1234881,0.446,0.553,0,0,False,5.421032,4.166287,3.0298693
1234882,0.0265,0.9617,0,1,False,6.5230722,5.2654395,3.5875692
1234883,0.0369,0.9579,0,1,False,5.973786,4.6156383,3.0883622
1234884,0.0056,0.9897,0,1,False,5.823426,4.938907,3.4157443
1234886,0.0,1.0,0,1,False,8.144864,3.844686,2.9779055
1234887,0.5306,0.4669,0,0,False,5.5709753,4.7237635,2.9829755
1234888,0.0274,0.9532,0,1,False,6.5274816,4.7794814,3.219177
1235427,0.0421,0.7217,0,0,False,5.2256875,5.475143,3.1378357
1235428,0.0102,0.9852,0,1,False,6.478,4.3807526,3.071654
1235429,0.0482,0.8568,0,0,False,5.967977,5.7300167,3.6048899
1235430,0.502,0.4704,0,0,False,6.272607,5.6910777,3.407183
1235559,0.0022,0.9966,0,1,False,5.3027506,4.0733395,2.8107991
1235640,0.9895,0.0184,1,0,False,6.43175,5.864944,3.7677581
1235645,0.0,0.0,0,0,False,9.094705,3.8666012,20.890453
1235646,0.0,0.0,0,0,False,9.288368,3.7190502,20.99337
1235647,0.0,0.0,0,0,False,9.340016,3.8591585,20.581467
1235649,0.0,0.0,0,0,False,9.400502,3.574463,21.367275
1235650,0.0,0.0,0,0,False,9.004615,3.959863,20.89206
1235653,0.0,0.0,0,0,False,9.469305,3.8194928,20.49691
1235654,0.0,0.0,0,0,False,9.456194,3.7356167,20.512323
1235655,0.0,0.0,0,0,False,9.486558,3.5088525,21.34637
1235656,0.0,0.0,0,0,False,9.2925625,3.8284686,20.777061
1235659,0.9996,0.0004,1,0,False,2.435693,2.9643188,2.7727325
1235660,0.9996,0.0004,1,0,False,2.4945002,2.7211568,2.761318
1235661,0.7341,0.1974,0,0,False,7.387582,10.01677,5.6667485
1235689,0.9126,0.0821,1,0,False,6.747622,5.1796403,3.464097
1235824,0.0,0.0,0,0,False,5.1960034,1.8844954,2.5803525
1235996,0.9997,0.0003,1,0,True,3.983504,4.161845,3.0759838
1236000,0.2599,0.7147,0,0,False,5.700925,3.9365168,3.0027776
1236047,0.2087,0.9998,0,1,False,6.2108,2.3474085,2.9377716
1236391,0.9998,0.9999,1,1,False,5.5509634,6.6106005,4.566528
1236392,0.2341,0.0204,0,0,False,5.018415,7.5881767,5.218273
1236395,0.5134,0.5916,0,0,False,8.674218,17.822863,7.1621976
1236398,1.0,0.0,1,0,False,3.3061032,4.7109833,3.503245
1236400,0.6092,0.3728,0,0,False,7.1671777,10.690877,6.865801
1236406,0.8106,0.0133,0,0,False,5.7754273,8.656725,5.916007
1236407,0.0073,0.0063,0,0,False,3.6676188,4.9602656,3.9667232
1236410,0.0012,0.9988,0,1,False,3.5349813,2.154642,2.7542825
1236767,0.2707,0.005,0,0,False,5.938112,7.3220077,5.3930326
1237159,0.9938,0.0062,1,0,False,3.9233415,2.7481482,2.7583184
1237364,0.4649,0.5225,0,0,False,3.9233413,1.6281756,3.2157834
1238162,0.0,0.0,0,0,False,10.99191,20.25002,3.4529324
1238455,1.0,0.0,1,0,False,2.9675872,4.01622,3.1519065
1239381,0.9992,0.0008,1,0,False,2.7849898,1.4231182,2.681277
1239382,0.7783,0.2309,0,0,False,5.5451407,5.348391,3.342597
1239383,0.1301,0.8698,0,0,False,3.2517607,1.6274661,2.6980195
1239384,0.9998,0.0002,1,0,False,3.1638858,2.7877312,2.4698071
1239385,0.9995,0.0005,1,0,False,3.11811,2.2410834,2.8604078
1239386,0.6193,0.4732,0,0,False,8.891246,6.5161376,4.462276
1239438,0.4148,0.3888,0,0,False,7.9057293,12.42897,7.051198
1239439,0.0,0.9999,0,1,True,4.086867,4.0918922,3.1488242
1239452,0.024,0.0,0,0,False,3.8056028,5.2520995,2.7204013
1239565,1.0,1.0,1,1,True,4.5441775,5.4553127,3.9583611
1239566,0.981,0.0236,1,0,False,5.9862733,5.973322,3.74862
1239567,0.0183,0.9814,0,1,True,6.069748,6.7055936,5.4652996
1239568,0.0356,0.9648,0,1,True,7.6753883,10.682745,6.759953
1239569,1.0,0.0001,1,0,False,4.984169,3.4143505,3.9149911
1239570,0.9985,0.0015,1,0,False,4.0706453,5.7198853,4.5712824
1239572,0.0,0.0001,0,0,True,5.1067247,6.217338,4.0509415
1239573,1.0,0.0,1,0,False,4.1156507,5.788533,4.0971
1239574,0.8596,0.13,0,0,False,5.500169,4.633617,3.38034
1239577,0.9592,0.039,1,0,False,4.1119895,4.964531,3.506632
1239832,0.001,0.019,0,0,False,7.4382267,10.294698,5.8189964
1240004,0.9988,0.0111,1,0,True,5.386939,15.825128,7.8332105
1241370,0.0014,0.9992,0,1,False,11.579214,19.760483,6.6856346
1241371,0.9849,0.015,1,0,False,4.6552334,4.307617,2.8426325
1241933,0.3509,0.009,0,0,False,5.0965824,8.255282,5.4018726
1241957,0.7259,0.5356,0,0,False,8.7257805,17.062155,7.0461154
1242863,1.0,0.0,1,0,False,5.6940126,3.058971,3.9924104
1243178,0.9998,0.0002,1,0,False,3.2056623,4.5944276,3.023372
1243183,0.9999,0.0001,1,0,False,3.321424,2.7055376,2.606428
1244563,0.8728,0.1262,0,0,False,5.2162766,4.897521,3.2676253
1244856,0.057,0.6846,0,0,False,5.356042,4.318559,3.5232735
1245814,0.2178,0.9776,0,1,False,10.469771,4.8986464,2.5140116
1245909,0.9942,0.0057,1,0,False,4.660949,3.8658192,2.8286235
1246650,0.0026,0.9985,0,1,False,10.698265,18.710932,6.6005716
1246651,0.0484,0.0,0,0,False,4.8763046,3.9395082,2.8309257
1246677,0.0543,0.947,0,1,False,7.284222,7.909576,4.7652025
1247113,1.0,0.0,1,0,True,3.7073567,4.7598896,3.6873782
1247114,0.9995,0.0005,1,0,True,3.842904,5.921439,4.4225836
1247115,0.9999,0.0001,1,0,False,2.9940002,4.1133037,3.2229521
1247116,0.9999,0.0001,1,0,False,3.1811674,4.416079,3.3806298
1247379,0.9999,0.0001,1,0,False,2.878927,3.1309555,2.8678946
1248136,1.0,0.0833,1,0,True,6.1899986,16.238205,7.661015
1249648,0.0858,0.9095,0,1,False,6.495768,7.5882335,4.614588
1249676,0.9998,0.0002,1,0,False,3.6683269,3.7451913,3.0784888
1250303,0.8938,0.0919,0,0,False,6.01665,9.0218525,5.329052
1250316,0.8696,0.0608,0,0,False,3.5837796,-1.7272304,5.463377
1254420,0.7064,0.4221,0,0,False,8.146943,11.350238,6.5448008
1254425,0.9275,0.0694,1,0,False,4.442951,4.8723917,3.3311405
1255765,1.0,0.0,1,0,False,2.5682805,3.070334,2.4244344
1256869,0.3515,0.5862,0,0,False,7.9929347,11.839266,6.8153358
1258572,0.9985,0.0015,1,0,False,3.0367355,4.215005,2.8150804
1260286,0.9996,0.0004,1,0,False,2.7854817,2.0244615,2.799456
1260287,0.9999,0.0001,1,0,False,3.149376,3.2546692,2.633966
1260769,0.874,0.1352,0,0,False,6.1934695,9.740946,5.4006886
1261100,0.9999,0.0001,1,0,False,3.5713353,4.9229536,3.3442523
1261101,0.8632,0.1257,0,0,False,4.642975,4.9046326,3.1361783
1261195,1.0,0.0,1,0,True,7.2259827,25.587425,7.854068
1261196,1.0,0.0,1,0,True,7.404284,25.593464,7.737928
1261197,1.0,0.0,1,0,True,7.3279414,25.63252,7.849156
1261198,1.0,0.0,1,0,True,7.45439,25.72723,7.8298044
1261199,1.0,0.0,1,0,True,7.268482,25.630016,7.845913
1261200,1.0,0.0,1,0,True,7.3371234,25.535082,7.7490096
1261201,1.0,0.0,1,0,True,7.2882757,25.69287,7.889665
1261202,1.0,0.0,1,0,True,7.2682414,25.766994,7.950901
1261203,1.0,0.0,1,0,True,7.228266,25.713673,7.7788515
1261204,1.0,0.0,1,0,True,7.4122787,25.602602,7.7270894
1261205,1.0,0.0005,1,0,True,6.9766026,25.200233,7.8366103
1261206,1.0,0.0,1,0,True,7.4160357,25.697428,7.801889
1261207,1.0,0.0,1,0,True,7.3324437,25.612715,7.773758
1261208,1.0,0.0,1,0,True,7.243655,25.499002,7.5979586
1261209,1.0,0.0,1,0,True,6.657627,24.99234,8.0317
1261210,1.0,0.0,1,0,True,7.253852,25.550207,7.7870173
1261211,1.0,0.0,1,0,True,6.785305,25.066254,7.948793
1261212,1.0,0.0,1,0,True,6.7669396,25.099783,7.949592
1261213,1.0,0.0,1,0,True,7.288224,25.51375,7.77689
1261214,1.0,0.0,1,0,True,6.8139844,25.035128,7.894056
1261215,1.0,0.0,1,0,True,6.7710023,25.05863,7.927206
1261216,1.0,0.0,1,0,True,6.7972035,25.075512,7.9123955
1261217,1.0,0.0,1,0,True,6.726536,25.058224,7.9718533
1261218,1.0,0.0,1,0,True,7.3084927,25.49553,7.682778
1261219,1.0,0.0,1,0,True,6.668606,25.004,8.025819
1261220,1.0,0.0,1,0,True,6.6150365,24.863977,7.9392643
1261221,1.0,0.0,1,0,True,7.388147,25.681376,7.9204354
1261222,1.0,0.0,1,0,True,6.6957097,25.017767,7.9718204
1261223,1.0,0.0,1,0,True,7.337625,25.71735,7.906291
1261224,1.0,0.0,1,0,True,7.454742,25.727018,7.8600926
1261225,1.0,0.0,1,0,True,7.360099,25.517712,7.6934614
1261226,1.0,0.0,1,0,True,6.6789455,24.987883,7.968167
1261227,1.0,0.0,1,0,True,7.3608003,25.587048,7.8287253
1261228,1.0,0.0,1,0,True,6.6773233,25.040815,7.976928
1261229,1.0,0.0,1,0,True,7.536033,25.649237,8.049313
1261230,1.0,0.0,1,0,True,6.770223,24.988703,7.938528
1261231,1.0,0.0,1,0,True,7.356965,25.562416,7.8035717
1261232,1.0,0.0,1,0,True,7.3879247,25.48974,7.760358
1261233,1.0,0.0041,1,0,True,7.4416723,25.345083,7.546835
1261234,1.0,0.0,1,0,True,7.072999,25.599604,7.9827437
1261235,1.0,0.0038,1,0,True,7.425405,25.23314,7.528321
1261236,1.0,0.0046,1,0,True,7.5146422,25.358654,7.5075517
1261237,1.0,0.0022,1,0,True,7.437391,25.443233,7.605064
1261238,1.0,0.0029,1,0,True,7.505073,25.40301,7.549584
1261239,1.0,0.0044,1,0,True,7.423102,25.348537,7.5661964
1261240,1.0,0.0042,1,0,True,7.419028,25.298885,7.543498
1261241,1.0,0.0,1,0,True,7.233012,25.674583,7.8881245
1261242,1.0,0.0,1,0,True,7.3280654,25.760193,7.969527
1261243,1.0,0.0,1,0,True,7.1452947,25.684978,7.9284096
1261244,1.0,0.0,1,0,True,7.366072,25.776598,7.8598294
1261245,1.0,0.0,1,0,True,7.307218,25.570631,7.771412
1261246,1.0,0.0,1,0,True,7.289143,25.644491,7.870501
1261247,1.0,0.0,1,0,True,7.3543024,25.675297,7.7808
1261248,1.0,0.0027,1,0,True,7.13917,25.549362,7.8149753
1261249,1.0,0.0,1,0,True,7.3726463,25.697094,7.887282
1261250,1.0,0.0002,1,0,True,7.411905,25.425394,7.6273227
1261251,1.0,0.0,1,0,True,7.2411284,25.69735,7.8894157
1261252,1.0,0.0,1,0,True,7.5251822,25.654896,7.754335
1261253,1.0,0.0001,1,0,True,6.8205132,25.138853,7.9273877
1261254,1.0,0.0,1,0,True,7.6223235,25.681736,7.6432986
1261255,1.0,0.0,1,0,True,7.2769203,25.546326,7.7618413
1261256,1.0,0.0,1,0,True,7.2894197,25.64696,7.8593016
1261257,1.0,0.0,1,0,True,6.723617,24.946304,7.9285374
1261258,1.0,0.0,1,0,True,7.5037007,25.793592,7.9795437
1261259,1.0,0.0,1,0,True,7.341779,25.438118,7.659468
1261260,1.0,0.0,1,0,True,7.170058,25.582787,7.875537
1261261,1.0,0.0,1,0,True,7.1789656,25.618088,7.913614
1261262,1.0,0.0,1,0,True,7.166334,25.622553,7.8583326
1261263,1.0,0.0,1,0,True,7.415957,25.702042,7.8568883
1261657,0.285,0.985,0,1,False,9.455101,7.200693,4.562576
1262512,1.0,0.0,1,0,False,2.832671,4.074344,3.295955
1262513,0.9248,0.0752,1,0,False,4.9200635,2.3549454,3.4853332
1262514,0.9835,0.1203,1,0,False,7.0681467,5.1494756,3.7544034
1262515,0.0738,0.9288,0,1,False,2.758687,3.4297667,3.1725934
1262516,0.0759,0.9267,0,1,False,2.5947793,3.5956638,3.2225754
1262517,0.1154,0.8863,0,0,False,2.7082949,3.3758502,3.1140463
1262518,0.9996,0.0004,1,0,False,3.265672,4.488432,3.0294483
1262519,0.8886,0.1114,0,0,False,3.3623145,2.7385848,2.8626642
1262520,0.9999,0.0001,1,0,False,3.1239934,3.2313395,2.7494912
1262521,0.9999,0.0001,1,0,False,3.1763682,1.973539,2.5462556
1262522,1.0,0.0,1,0,False,3.4348195,2.6755064,2.7005088
1262523,0.9981,0.0019,1,0,False,3.3024127,2.8511417,2.9437637
1262527,0.7486,0.9532,0,1,False,8.608082,9.56029,5.301323
1262528,0.9998,0.9998,1,1,False,7.386516,6.181719,4.053809
1262530,0.9883,0.0159,1,0,False,7.0428543,4.7890897,3.307898
1262532,0.5652,0.9059,0,1,False,10.301014,5.2924933,3.3461874
1262533,0.4595,0.5474,0,0,False,3.850267,1.1240835,1.468183
1262535,0.0,0.0,0,0,False,21.358543,5.6947947,0.17174014
1262536,1.0,0.0,1,0,False,2.7215428,2.3411813,2.6261337
1262537,0.9999,0.0001,1,0,False,2.6031852,2.426518,2.674902
1262538,0.3648,0.7932,0,0,False,2.7277958,0.5658984,1.6538197
1262539,0.993,0.007,1,0,False,3.5046017,4.0828314,3.072877
1263720,0.0872,0.0927,0,0,True,7.9878044,19.842611,7.6749578
1264700,0.0004,0.9993,0,1,False,7.1324983,3.4108193,3.00356
1264737,0.831,0.1618,0,0,False,6.276016,9.397028,5.433676
1264898,0.9474,0.0526,1,0,False,3.6625638,4.758378,3.2048342
1267169,0.9352,0.0648,1,0,False,3.0045722,3.595283,2.9491346
1267585,0.8856,0.1144,0,0,False,4.849486,4.318683,3.120628
1269028,0.3977,0.0497,0,0,False,4.913545,9.3024645,6.6796937
1272948,0.9999,0.0001,1,0,False,3.4610834,4.040256,3.2492223
1272955,0.3027,0.8887,0,0,False,3.3390641,1.1383436,2.8356924
1272959,0.2849,0.0038,0,0,False,4.3570914,6.270153,4.5446377
1272960,0.9281,0.072,1,0,False,4.2221527,5.9079,4.534673
1273706,0.0,1.0,0,1,False,5.663035,8.0018425,4.754582
1273709,0.3524,0.6476,0,0,False,4.4425793,4.233808,2.9871862
1273711,0.9628,0.037,1,0,False,4.836084,5.2321386,3.5625894
1273712,0.9999,0.0001,1,0,False,2.9337013,2.8278496,2.5584078
1273713,0.9982,0.0018,1,0,False,3.2389598,3.1858637,3.0341005
1273738,0.6875,0.2953,0,0,False,7.2874327,11.453593,7.215881
1273746,0.9947,0.009,1,0,False,6.4457684,5.430708,3.6394117
1273747,0.7174,0.96,0,1,False,9.871652,5.115813,4.003166
1273748,0.642,0.4457,0,0,False,8.234891,10.529175,5.608275
1273749,0.6996,0.3073,0,0,False,5.1166134,5.34427,3.3945045
1273750,0.9936,0.0098,1,0,False,6.5768056,5.23444,3.8208823
