virus_taxid,host_types,true_label,predicted_prob,predicted_label,correct,error_type
2654565,tick,0,0.1251,1,False,false_positive
2656737,mosquito,0,0.0236,0,True,correct
2661633,mosquito,0,0.027,0,True,correct
2661634,mosquito,0,0.036,0,True,correct
2661635,mosquito,0,0.0356,0,True,correct
2661637,mosquito,0,0.0063,0,True,correct
2663720,mosquito,0,0.0072,0,True,correct
2663721,mosquito,0,0.0324,0,True,correct
2665414,mosquito,0,0.0662,0,True,correct
2679909,mosquito,0,0.0372,0,True,correct
2684265,mosquito,0,0.0211,0,True,correct
2686042,mosquito,0,0.0609,0,True,correct
2686043,mosquito,0,0.0163,0,True,correct
2689332,mosquito,0,0.0218,0,True,correct
2689333,mosquito,0,0.0504,0,True,correct
2689334,mosquito,0,0.021,0,True,correct
2689335,mosquito,0,0.0507,0,True,correct
2689355,mosquito,0,0.0171,0,True,correct
2689356,mosquito,0,0.0476,0,True,correct
2689367,mosquito,0,0.1292,1,False,false_positive
2689369,mosquito,0,0.0229,0,True,correct
2696479,mosquito,0,0.0577,0,True,correct
2697641,tick,0,0.0308,0,True,correct
2697642,tick,0,0.0528,0,True,correct
2697643,tick,0,0.0653,0,True,correct
2699153,biting_midge,0,0.0548,0,True,correct
2704630,tick,0,0.0378,0,True,correct
2704634,tick,0,0.0921,1,False,false_positive
2704635,tick,0,0.1032,1,False,false_positive
2704636,tick,0,0.0932,1,False,false_positive
2712734,mosquito,0,0.0711,0,True,correct
2713211,tick,0,0.2932,1,False,false_positive
2713212,tick,0,0.0112,0,True,correct
2713454,tick,0,0.0254,0,True,correct
2715178,tick,0,0.0778,1,False,false_positive
2715208,biting_midge,0,0.0225,0,True,correct
2725580,tick,0,0.0085,0,True,correct
2733038,mosquito,0,0.0326,0,True,correct
2734366,mosquito,0,0.0215,0,True,correct
2734392,mosquito,0,0.0623,0,True,correct
2734393,mosquito,0,0.0581,0,True,correct
2734394,mosquito,0,0.0274,0,True,correct
2734395,mosquito,0,0.0442,0,True,correct
2734396,mosquito,0,0.0644,0,True,correct
2737675,tick,0,0.0854,1,False,false_positive
2739773,tick,0,0.0288,0,True,correct
2739774,tick,0,0.1265,1,False,false_positive
2740136,tick,0,0.0386,0,True,correct
2741539,mosquito,0,0.0268,0,True,correct
2744400,biting_midge,0,0.0375,0,True,correct
2744401,biting_midge,0,0.244,1,False,false_positive
2744402,biting_midge,0,0.0331,0,True,correct
2748196,mosquito,0,0.0698,0,True,correct
2748203,mosquito,0,0.0588,0,True,correct
2748206,mosquito,0,0.0708,0,True,correct
2748208,mosquito,0,0.0476,0,True,correct
2748212,mosquito,0,0.0154,0,True,correct
2748231,mosquito,0,0.0333,0,True,correct
2748232,mosquito,0,0.0634,0,True,correct
2748234,mosquito,0,0.0373,0,True,correct
2748235,tick,0,0.0464,0,True,correct
2748236,mosquito,0,0.0837,1,False,false_positive
2748237,mosquito,0,0.0591,0,True,correct
2748238,mosquito,0,0.0283,0,True,correct
2748240,mosquito,0,0.0158,0,True,correct
2748244,mosquito,0,0.028,0,True,correct
2748249,mosquito,0,0.0331,0,True,correct
2748250,mosquito,0,0.1601,1,False,false_positive
2748252,tick,1,0.0554,0,False,false_negative
2748254,mosquito,1,0.0809,1,True,correct
2748958,tick,1,0.3317,1,True,correct
2751814,mosquito,0,0.1423,1,False,false_positive
2751815,mosquito,0,0.0259,0,True,correct
2751816,mosquito,0,0.0242,0,True,correct
2755150,mosquito,0,0.0326,0,True,correct
2755151,mosquito,0,0.0236,0,True,correct
2755152,mosquito,0,0.0302,0,True,correct
2755159,mosquito,0,0.0242,0,True,correct
2759331,biting_midge,0,0.0318,0,True,correct
2767007,tick,0,0.0349,0,True,correct
2771463,mosquito,0,0.0827,1,False,false_positive
2775126,tick,0,0.1958,1,False,false_positive
2776145,tick,0,0.0284,0,True,correct
2777462,tick,0,0.08,1,False,false_positive
2789410,tick,0,0.0525,0,True,correct
2789411,tick,0,0.0221,0,True,correct
2789412,tick,0,0.1792,1,False,false_positive
2789883,mosquito,0,0.0578,0,True,correct
2789884,mosquito,0,0.0471,0,True,correct
2795181,"mosquito,tick",0,0.1456,1,False,false_positive
2800873,tick,0,0.0489,0,True,correct
2800878,tick,0,0.0499,0,True,correct
2800880,tick,0,0.0475,0,True,correct
2800884,tick,0,0.0603,0,True,correct
2805753,mosquito,0,0.0814,1,False,false_positive
2805754,mosquito,0,0.0398,0,True,correct
2805769,mosquito,0,0.0166,0,True,correct
2805770,mosquito,0,0.0355,0,True,correct
2805771,mosquito,0,0.1669,1,False,false_positive
2805772,mosquito,0,0.0183,0,True,correct
2807198,tick,0,0.033,0,True,correct
2809007,biting_midge,0,0.023,0,True,correct
2809312,tick,0,0.0187,0,True,correct
2809440,biting_midge,0,0.0323,0,True,correct
2809515,tick,0,0.0332,0,True,correct
2809575,mosquito,0,0.0349,0,True,correct
2809669,mosquito,0,0.0402,0,True,correct
2809670,biting_midge,0,0.0448,0,True,correct
2809795,tick,0,0.065,0,True,correct
2809846,mosquito,0,0.0043,0,True,correct
2810278,tick,0,0.07,0,True,correct
2810711,tick,0,0.02,0,True,correct
2811963,tick,0,0.0551,0,True,correct
2816848,tick,0,0.0196,0,True,correct
2816849,tick,0,0.0703,0,True,correct
2816850,tick,0,0.0379,0,True,correct
2817036,mosquito,0,0.0314,0,True,correct
2825847,tick,0,0.1518,1,False,false_positive
2829081,tick,0,0.1988,1,False,false_positive
2839030,tick,0,0.7079,1,False,false_positive
2841875,biting_midge,0,0.0424,0,True,correct
2843859,tick,0,0.0114,0,True,correct
2847048,tick,0,0.3967,1,False,false_positive
2847813,tick,0,0.0371,0,True,correct
2847820,mosquito,0,0.0646,0,True,correct
2847851,mosquito,0,0.1631,1,False,false_positive
2848037,mosquito,0,0.0317,0,True,correct
2848310,tick,0,0.3346,1,False,false_positive
2849717,tick,0,0.1013,1,False,false_positive
2849718,mosquito,0,0.0338,0,True,correct
2849744,mosquito,0,0.0429,0,True,correct
2851136,mosquito,0,0.0569,0,True,correct
2851137,mosquito,0,0.0398,0,True,correct
2851139,mosquito,0,0.0129,0,True,correct
2851140,mosquito,0,0.0293,0,True,correct
2855390,mosquito,0,0.0321,0,True,correct
2859665,mosquito,0,0.2545,1,False,false_positive
2859666,mosquito,0,0.1099,1,False,false_positive
2860948,mosquito,0,0.0345,0,True,correct
2860949,mosquito,0,0.035,0,True,correct
2861005,mosquito,0,0.2122,1,False,false_positive
2863959,mosquito,0,0.1216,1,False,false_positive
2863960,mosquito,0,0.0447,0,True,correct
2867436,tick,0,0.0543,0,True,correct
2867438,tick,0,0.0271,0,True,correct
2872738,tick,0,0.0409,0,True,correct
2874031,tick,0,0.0263,0,True,correct
2875329,tick,0,0.1941,1,False,false_positive
2877428,mosquito,0,0.0167,0,True,correct
2877507,tick,0,0.2481,1,False,false_positive
2884278,mosquito,0,0.0323,0,True,correct
2886224,mosquito,0,0.0132,0,True,correct
2892532,mosquito,0,0.0383,0,True,correct
2892543,mosquito,0,0.0275,0,True,correct
2894005,mosquito,0,0.0739,1,False,false_positive
2895586,mosquito,0,0.0429,0,True,correct
2895587,mosquito,0,0.0554,0,True,correct
2895588,mosquito,0,0.0505,0,True,correct
2895589,mosquito,0,0.031,0,True,correct
2895591,mosquito,0,0.0529,0,True,correct
2895592,mosquito,0,0.0463,0,True,correct
2895594,mosquito,0,0.0219,0,True,correct
2895596,mosquito,0,0.0598,0,True,correct
2895600,mosquito,0,0.0472,0,True,correct
2895602,mosquito,0,0.0262,0,True,correct
2895604,mosquito,0,0.0682,0,True,correct
2895607,mosquito,0,0.026,0,True,correct
2895608,mosquito,0,0.0941,1,False,false_positive
2895609,mosquito,0,0.0383,0,True,correct
2895613,mosquito,0,0.037,0,True,correct
2895616,mosquito,0,0.0286,0,True,correct
2895618,mosquito,0,0.1205,1,False,false_positive
2895619,mosquito,0,0.0422,0,True,correct
2899249,mosquito,0,0.0262,0,True,correct
2902617,mosquito,0,0.0481,0,True,correct
2902639,mosquito,0,0.0549,0,True,correct
2902641,mosquito,0,0.0262,0,True,correct
2904963,mosquito,0,0.2039,1,False,false_positive
2911995,mosquito,0,0.0333,0,True,correct
2913605,tick,0,0.0384,0,True,correct
2914978,tick,0,0.0307,0,True,correct
2922982,biting_midge,0,0.0828,1,False,false_positive
2940812,mosquito,0,0.0297,0,True,correct
2943855,tick,0,0.0198,0,True,correct
2950731,tick,0,0.2829,1,False,false_positive
2950732,tick,0,0.0559,0,True,correct
2950733,tick,0,0.0472,0,True,correct
2950736,tick,0,0.1681,1,False,false_positive
2950737,tick,0,0.0553,0,True,correct
2951068,mosquito,0,0.0449,0,True,correct
2951069,mosquito,0,0.0342,0,True,correct
2951464,tick,0,0.2161,1,False,false_positive
2951465,tick,0,0.0543,0,True,correct
2951466,tick,0,0.0135,0,True,correct
2951468,tick,0,0.0062,0,True,correct
2951469,tick,0,0.031,0,True,correct
2951470,tick,0,0.0356,0,True,correct
2951471,tick,0,0.1048,1,False,false_positive
2951472,tick,0,0.0408,0,True,correct
2951473,tick,0,0.0934,1,False,false_positive
2951474,tick,0,0.0338,0,True,correct
2951475,tick,0,0.0273,0,True,correct
2951476,tick,0,0.0544,0,True,correct
2951477,tick,0,0.0195,0,True,correct
2951478,tick,0,0.0695,0,True,correct
2951479,tick,0,0.0748,1,False,false_positive
2951480,tick,0,0.1402,1,False,false_positive
2951481,tick,0,0.1292,1,False,false_positive
2951482,tick,0,0.1023,1,False,false_positive
2951483,tick,0,0.105,1,False,false_positive
2951484,tick,0,0.0535,0,True,correct
2951485,tick,0,0.0356,0,True,correct
2951486,tick,0,0.0413,0,True,correct
2951487,tick,0,0.0433,0,True,correct
2951488,tick,0,0.0328,0,True,correct
2951489,tick,0,0.0525,0,True,correct
2951490,tick,0,0.0726,1,False,false_positive
2951491,tick,0,0.051,0,True,correct
2951492,tick,0,0.0656,0,True,correct
2951493,tick,0,0.0515,0,True,correct
2952018,mosquito,0,0.0496,0,True,correct
2952019,mosquito,0,0.0207,0,True,correct
2952020,mosquito,0,0.01,0,True,correct
2952021,mosquito,0,0.025,0,True,correct
2952022,mosquito,0,0.0178,0,True,correct
2952023,mosquito,0,0.0491,0,True,correct
2952024,mosquito,0,0.0495,0,True,correct
2952025,mosquito,0,0.1086,1,False,false_positive
2952026,mosquito,0,0.036,0,True,correct
2952027,mosquito,0,0.0302,0,True,correct
2952028,mosquito,0,0.0279,0,True,correct
2952029,mosquito,0,0.0594,0,True,correct
2952039,mosquito,0,0.0293,0,True,correct
2952040,mosquito,0,0.1777,1,False,false_positive
2959765,tick,0,0.0219,0,True,correct
2960741,mosquito,0,0.0439,0,True,correct
2970553,mosquito,0,0.0742,1,False,false_positive
2972099,tick,0,0.1876,1,False,false_positive
2972217,tick,0,0.0173,0,True,correct
2972218,tick,0,0.0562,0,True,correct
2972220,tick,0,0.0882,1,False,false_positive
2972221,tick,0,0.0513,0,True,correct
2972222,tick,0,0.0286,0,True,correct
2972223,tick,0,0.0513,0,True,correct
2972252,tick,0,0.0531,0,True,correct
2972253,tick,0,0.0389,0,True,correct
2972254,tick,0,0.027,0,True,correct
2972255,tick,0,0.0597,0,True,correct
2972257,tick,0,0.0353,0,True,correct
2972258,tick,0,0.0684,0,True,correct
2972259,tick,0,0.035,0,True,correct
2972260,tick,0,0.0058,0,True,correct
2972261,tick,0,0.1091,1,False,false_positive
2972262,tick,0,0.1092,1,False,false_positive
2972263,tick,0,0.0425,0,True,correct
2972264,tick,0,0.0326,0,True,correct
2972283,tick,0,0.0593,0,True,correct
2972284,tick,0,0.0391,0,True,correct
2972285,tick,0,0.0934,1,False,false_positive
2972286,tick,0,0.0336,0,True,correct
2972287,tick,0,0.0385,0,True,correct
2972288,tick,0,0.4295,1,False,false_positive
2972289,tick,0,0.1206,1,False,false_positive
2972290,tick,0,0.079,1,False,false_positive
2972291,tick,0,0.025,0,True,correct
2972292,tick,0,0.0184,0,True,correct
2972293,tick,0,0.0521,0,True,correct
2972294,tick,0,0.167,1,False,false_positive
2972295,tick,0,0.0146,0,True,correct
2972298,tick,0,0.0177,0,True,correct
2972299,tick,0,0.0544,0,True,correct
2972300,tick,0,0.2326,1,False,false_positive
2972301,tick,0,0.1207,1,False,false_positive
2972302,tick,0,0.0852,1,False,false_positive
2972303,tick,0,0.0455,0,True,correct
2972304,tick,0,0.1231,1,False,false_positive
2972305,tick,0,0.0247,0,True,correct
2972306,tick,0,0.0476,0,True,correct
2972321,tick,0,0.0354,0,True,correct
2972323,tick,0,0.011,0,True,correct
2972325,tick,0,0.0537,0,True,correct
2972326,tick,0,0.0323,0,True,correct
2972327,tick,0,0.0315,0,True,correct
2972329,tick,0,0.0472,0,True,correct
2972330,tick,0,0.0185,0,True,correct
2972331,tick,0,0.0214,0,True,correct
2972332,tick,0,0.0268,0,True,correct
2972333,tick,0,0.0352,0,True,correct
2972335,tick,0,0.0646,0,True,correct
2972336,tick,0,0.0256,0,True,correct
2972337,tick,0,0.0195,0,True,correct
2972338,tick,0,0.0447,0,True,correct
2972340,tick,0,0.0172,0,True,correct
2976198,biting_midge,0,0.0905,1,False,false_positive
2977130,tick,0,0.0324,0,True,correct
2977131,tick,0,0.0452,0,True,correct
2977134,tick,0,0.0158,0,True,correct
2980397,mosquito,0,0.0242,0,True,correct
2980398,mosquito,0,0.0175,0,True,correct
2980574,mosquito,0,0.0348,0,True,correct
2980575,mosquito,0,0.0079,0,True,correct
2980576,mosquito,0,0.0221,0,True,correct
2980578,mosquito,0,0.0501,0,True,correct
2980582,mosquito,0,0.0615,0,True,correct
2980584,mosquito,0,0.0686,0,True,correct
2980586,mosquito,0,0.0361,0,True,correct
2980601,mosquito,0,0.0356,0,True,correct
2980602,mosquito,0,0.0562,0,True,correct
2980603,mosquito,0,0.0426,0,True,correct
2980604,mosquito,0,0.0499,0,True,correct
2980605,mosquito,0,0.0164,0,True,correct
2980606,mosquito,0,0.0202,0,True,correct
2980607,mosquito,0,0.0116,0,True,correct
2980608,mosquito,0,0.0405,0,True,correct
2980609,mosquito,0,0.0253,0,True,correct
2980610,mosquito,0,0.0322,0,True,correct
2980611,mosquito,0,0.0423,0,True,correct
2980612,mosquito,0,0.0254,0,True,correct
2980613,mosquito,0,0.0239,0,True,correct
2980618,mosquito,0,0.0326,0,True,correct
2980629,mosquito,0,0.0273,0,True,correct
2982807,"mosquito,tick",0,0.1448,1,False,false_positive
2983972,tick,0,0.0229,0,True,correct
2983973,tick,0,0.0348,0,True,correct
2983974,tick,0,0.0509,0,True,correct
2983975,tick,0,0.0395,0,True,correct
2983976,tick,0,0.0194,0,True,correct
2983978,tick,0,0.0696,0,True,correct
2985555,tick,0,0.1065,1,False,false_positive
2992311,tick,0,0.2708,1,False,false_positive
2994983,tick,0,0.045,0,True,correct
2994984,tick,0,0.0235,0,True,correct
2996457,tick,0,0.0908,1,False,false_positive
2996478,mosquito,0,0.0335,0,True,correct
2998222,tick,0,0.078,1,False,false_positive
3014795,mosquito,0,0.0316,0,True,correct
3015520,mosquito,0,0.0294,0,True,correct
3015522,mosquito,0,0.0349,0,True,correct
3015525,mosquito,0,0.0231,0,True,correct
3015527,mosquito,0,0.0336,0,True,correct
3015530,mosquito,0,0.0263,0,True,correct
3015532,mosquito,0,0.0395,0,True,correct
3038384,tick,0,0.0171,0,True,correct
3038386,tick,0,0.0157,0,True,correct
3042448,tick,0,0.0208,0,True,correct
3043486,mosquito,0,0.0288,0,True,correct
3043492,mosquito,0,0.0112,0,True,correct
3043598,tick,0,0.1474,1,False,false_positive
3043611,mosquito,0,0.0711,0,True,correct
3045052,mosquito,0,0.0445,0,True,correct
3046367,tick,0,0.0358,0,True,correct
3048655,mosquito,0,0.0304,0,True,correct
3050965,mosquito,0,0.0484,0,True,correct
3051319,mosquito,0,0.0326,0,True,correct
3052226,tick,0,0.1575,1,False,false_positive
3052241,mosquito,0,0.0355,0,True,correct
3052261,tick,0,0.0309,0,True,correct
3052303,tick,1,0.3795,1,True,correct
3052328,tick,1,0.168,1,True,correct
3052329,tick,1,0.1319,1,True,correct
3052364,mosquito,0,0.0206,0,True,correct
3052376,mosquito,0,0.0122,0,True,correct
3052378,mosquito,0,0.0447,0,True,correct
3052384,mosquito,0,0.2015,1,False,false_positive
3052405,biting_midge,0,0.1013,1,False,false_positive
3052427,mosquito,0,0.0662,0,True,correct
3052440,"biting_midge,mosquito",1,0.0418,0,False,false_negative
3052441,mosquito,0,0.2689,1,False,false_positive
3052444,mosquito,1,0.2025,1,True,correct
3052445,mosquito,1,0.259,1,True,correct
3052456,mosquito,1,0.152,1,True,correct
3052465,tick,0,0.3867,1,False,false_positive
3052466,mosquito,0,0.5144,1,False,false_positive
3052493,mosquito,1,0.0846,1,True,correct
3052510,tick,1,0.3379,1,True,correct
3052511,tick,0,0.0575,0,True,correct
3052512,tick,0,0.0227,0,True,correct
3052514,tick,1,0.0363,0,False,false_negative
3052518,tick,1,0.0609,0,False,false_negative
3052520,tick,0,0.0527,0,True,correct
3052529,tick,0,0.1552,1,False,false_positive
3052534,tick,0,0.1617,1,False,false_positive
3052631,mosquito,0,0.0313,0,True,correct
3052633,mosquito,0,0.021,0,True,correct
3052664,tick,0,0.056,0,True,correct
3052799,tick,0,0.0969,1,False,false_positive
3055744,mosquito,0,0.0371,0,True,correct
3055745,mosquito,0,0.0654,0,True,correct
3055746,mosquito,0,0.0166,0,True,correct
3055747,mosquito,0,0.0191,0,True,correct
3055749,mosquito,0,0.0297,0,True,correct
3055751,mosquito,0,0.0227,0,True,correct
3056569,mosquito,0,0.0341,0,True,correct
3056570,mosquito,0,0.0293,0,True,correct
3056571,mosquito,0,0.0323,0,True,correct
3056572,mosquito,0,0.0318,0,True,correct
3056573,mosquito,0,0.0296,0,True,correct
3058444,tick,0,0.4815,1,False,false_positive
3060160,mosquito,0,0.0359,0,True,correct
3060500,mosquito,0,0.0219,0,True,correct
3060506,tick,0,0.1361,1,False,false_positive
3061651,tick,0,0.3227,1,False,false_positive
3061653,tick,0,0.0866,1,False,false_positive
3064049,tick,0,0.1335,1,False,false_positive
3064052,tick,0,0.1592,1,False,false_positive
3064053,tick,0,0.0551,0,True,correct
3064058,tick,0,0.1455,1,False,false_positive
3064181,mosquito,0,0.027,0,True,correct
3070203,mosquito,0,0.0369,0,True,correct
3072949,mosquito,0,0.0408,0,True,correct
3072959,mosquito,0,0.0232,0,True,correct
3072960,mosquito,0,0.0288,0,True,correct
3076944,biting_midge,0,0.0454,0,True,correct
3076945,biting_midge,0,0.0319,0,True,correct
3077360,mosquito,0,0.037,0,True,correct
3077377,mosquito,0,0.0287,0,True,correct
3077378,mosquito,0,0.0489,0,True,correct
3077879,biting_midge,0,0.0376,0,True,correct
3078402,mosquito,0,0.0164,0,True,correct
3078403,mosquito,0,0.0271,0,True,correct
3078422,mosquito,0,0.1935,1,False,false_positive
3078550,tick,0,0.0461,0,True,correct
3081665,mosquito,0,0.2169,1,False,false_positive
3081666,mosquito,0,0.0053,0,True,correct
3104761,mosquito,0,0.0233,0,True,correct
3108755,tick,0,0.0727,1,False,false_positive
3118306,mosquito,0,0.0405,0,True,correct
3118734,tick,0,0.0736,1,False,false_positive
3126522,tick,0,0.2663,1,False,false_positive
3129116,mosquito,0,0.034,0,True,correct
3132239,mosquito,0,0.0392,0,True,correct
3154161,tick,0,0.0429,0,True,correct
3154162,tick,0,0.0391,0,True,correct
3154163,tick,0,0.0575,0,True,correct
3154165,tick,0,0.2141,1,False,false_positive
3239312,biting_midge,0,0.0684,0,True,correct
3239313,biting_midge,0,0.0568,0,True,correct
3239314,biting_midge,0,0.0306,0,True,correct
3239315,biting_midge,0,0.0484,0,True,correct
3239316,biting_midge,0,0.033,0,True,correct
3239317,biting_midge,0,0.0356,0,True,correct
3239318,biting_midge,0,0.0399,0,True,correct
3239341,mosquito,0,0.0111,0,True,correct
3239343,mosquito,0,0.0284,0,True,correct
3239344,mosquito,0,0.0124,0,True,correct
3239817,mosquito,0,0.0928,1,False,false_positive
3239818,mosquito,0,0.0441,0,True,correct
3241300,mosquito,0,0.0458,0,True,correct
3241517,tick,0,0.0292,0,True,correct
3241518,tick,0,0.056,0,True,correct
3248547,tick,0,0.1041,1,False,false_positive
3345038,mosquito,0,0.0715,0,True,correct
3345039,mosquito,0,0.0334,0,True,correct
3345144,mosquito,0,0.0061,0,True,correct
3345145,mosquito,0,0.0393,0,True,correct
3345198,mosquito,0,0.0208,0,True,correct
3348409,tick,0,0.0718,0,True,correct
3366332,tick,0,0.0506,0,True,correct
3367773,biting_midge,0,0.0371,0,True,correct
3377005,tick,0,0.0419,0,True,correct
3377089,tick,0,0.0245,0,True,correct
3377596,biting_midge,0,0.0298,0,True,correct
3377597,biting_midge,0,0.0992,1,False,false_positive
3377598,biting_midge,0,0.0427,0,True,correct
3377599,biting_midge,0,0.0196,0,True,correct
3377601,biting_midge,0,0.0391,0,True,correct
3377602,biting_midge,0,0.0331,0,True,correct
3377603,biting_midge,0,0.0349,0,True,correct
3381433,tick,0,0.0496,0,True,correct
3382194,tick,0,0.048,0,True,correct
3383105,tick,0,0.0675,0,True,correct
3391156,tick,0,0.0105,0,True,correct
3391820,tick,0,0.0883,1,False,false_positive
3393475,tick,0,0.0578,0,True,correct
3393476,tick,0,0.0319,0,True,correct
3394922,tick,0,0.0408,0,True,correct
3394926,tick,0,0.0793,1,False,false_positive
3396455,tick,0,0.061,0,True,correct
3396564,tick,0,0.0627,0,True,correct
3397829,mosquito,0,0.0219,0,True,correct
3399804,tick,0,0.069,0,True,correct
3401101,tick,0,0.0205,0,True,correct
3401104,tick,0,0.1912,1,False,false_positive
3401106,tick,0,0.0662,0,True,correct
3403577,mosquito,0,0.037,0,True,correct
3403579,mosquito,0,0.0535,0,True,correct
3406653,tick,0,0.1718,1,False,false_positive
3416183,tick,0,0.1106,1,False,false_positive
3416578,mosquito,0,0.0499,0,True,correct
3416579,mosquito,0,0.0132,0,True,correct
3416580,mosquito,0,0.0864,1,False,false_positive
3416581,mosquito,0,0.0661,0,True,correct
3416584,mosquito,0,0.0263,0,True,correct
3424593,mosquito,0,0.0702,0,True,correct
3426274,tick,0,0.0712,0,True,correct
3426305,mosquito,0,0.1516,1,False,false_positive
3431265,mosquito,0,0.057,0,True,correct
3433932,tick,0,0.0893,1,False,false_positive
3433935,tick,0,0.1768,1,False,false_positive
3433937,tick,0,0.1144,1,False,false_positive
3433938,tick,0,0.0326,0,True,correct
3433940,tick,0,0.0593,0,True,correct
3433941,tick,0,0.0363,0,True,correct
3438446,mosquito,0,0.0427,0,True,correct
3446378,mosquito,0,0.0272,0,True,correct
3451421,tick,0,0.0968,1,False,false_positive
3451422,tick,0,0.0225,0,True,correct
3451423,tick,0,0.0406,0,True,correct
3451424,tick,0,0.0682,0,True,correct
3451425,tick,0,0.0341,0,True,correct
3451426,tick,0,0.0296,0,True,correct
3451443,tick,0,0.0365,0,True,correct
3459223,mosquito,0,0.03,0,True,correct
3459225,mosquito,0,0.0581,0,True,correct
3459227,mosquito,0,0.047,0,True,correct
3459234,mosquito,0,0.0373,0,True,correct
3459235,tick,0,0.0588,0,True,correct
3459236,mosquito,0,0.029,0,True,correct
3459237,biting_midge,0,0.0828,1,False,false_positive
3459241,mosquito,0,0.0278,0,True,correct
3459247,mosquito,0,0.0598,0,True,correct
3459248,tick,0,0.1281,1,False,false_positive
3466800,tick,0,0.0147,0,True,correct
3467368,tick,0,0.0597,0,True,correct
3467557,mosquito,0,0.027,0,True,correct
3467558,biting_midge,0,0.0512,0,True,correct
3467559,biting_midge,0,0.0357,0,True,correct
3467561,biting_midge,0,0.0563,0,True,correct
3467562,biting_midge,0,0.0361,0,True,correct
3467566,mosquito,0,0.1033,1,False,false_positive
3467571,tick,0,0.0333,0,True,correct
3467576,tick,0,0.033,0,True,correct
3467577,tick,0,0.0908,1,False,false_positive
3467602,mosquito,0,0.0934,1,False,false_positive
3467795,mosquito,0,0.112,1,False,false_positive
3467796,mosquito,0,0.0694,0,True,correct
3467800,mosquito,0,0.2213,1,False,false_positive
3467807,mosquito,0,0.0227,0,True,correct
3467808,mosquito,0,0.0304,0,True,correct
3467837,tick,0,0.0304,0,True,correct
3467851,tick,0,0.1343,1,False,false_positive
3683038,mosquito,0,0.1548,1,False,false_positive
3685803,mosquito,0,0.0203,0,True,correct
3696584,tick,0,0.0578,0,True,correct
3701621,mosquito,0,0.0393,0,True,correct
3701622,mosquito,0,0.0469,0,True,correct
3701623,mosquito,0,0.0345,0,True,correct
3707041,mosquito,0,0.1313,1,False,false_positive
