virus_taxid,host_types,true_label,predicted_prob,predicted_label,correct,error_type,virus_family
1819301,biting_midge,0,0.0786,1,False,false_positive,Rhabdoviridae
1819302,mosquito,0,0.0921,1,False,false_positive,Peribunyaviridae
1819303,mosquito,0,0.1786,1,False,false_positive,Peribunyaviridae
1819304,mosquito,0,0.2382,1,False,false_positive,Peribunyaviridae
1819306,mosquito,0,0.0248,0,True,correct,Peribunyaviridae
1819307,mosquito,0,0.059,0,True,correct,Peribunyaviridae
1820046,tick,0,0.6208,1,False,false_positive,Parvoviridae
1821222,mosquito,0,0.0867,1,False,false_positive,Flaviviridae
1821227,mosquito,0,0.0766,1,False,false_positive,Flaviviridae
1821545,mosquito,0,0.0238,0,True,correct,Peribunyaviridae
1833915,tick,0,0.0364,0,True,correct,Phenuiviridae
1833928,tick,0,0.0333,0,True,correct,Phenuiviridae
1844920,tick,0,0.0781,1,False,false_positive,Phenuiviridae
1844928,tick,0,0.0664,0,True,correct,Circoviridae
1851087,tick,0,0.055,0,True,correct,Phenuiviridae
1864484,tick,0,0.2615,1,False,false_positive,Parvoviridae
1868221,"mosquito,tick",0,0.2609,1,False,false_positive,Circoviridae
1883111,tick,0,0.0378,0,True,correct,Parvoviridae
1890418,mosquito,0,0.0347,0,True,correct,Flaviviridae
1890684,mosquito,0,0.0305,0,True,correct,Flaviviridae
1890685,mosquito,0,0.1039,1,False,false_positive,Rhabdoviridae
1913640,tick,0,0.0466,0,True,correct,Phenuiviridae
1914448,mosquito,0,0.0611,0,True,correct,Parvoviridae
1916690,biting_midge,0,0.0273,0,True,correct,Iflaviridae
1917976,tick,0,0.0268,0,True,correct,Phenuiviridae
1919071,mosquito,0,0.0413,0,True,correct,Rhabdoviridae
1927799,mosquito,0,0.0415,0,True,correct,Orthomyxoviridae
1928710,mosquito,0,0.0326,0,True,correct,Flaviviridae
1930825,mosquito,0,0.1141,1,False,false_positive,Togaviridae
1933178,"biting_midge,mosquito",0,0.1221,1,False,false_positive,Peribunyaviridae
1933191,tick,0,0.0166,0,True,correct,Phenuiviridae
1940570,tick,0,0.1394,1,False,false_positive,Parvoviridae
1954248,mosquito,0,0.0466,0,True,correct,Nenyaviridae
1955137,"biting_midge,mosquito,tick",0,0.0377,0,True,correct,Rhabdoviridae
1955163,"biting_midge,mosquito,tick",0,0.2995,1,False,false_positive,Flaviviridae
1955166,"mosquito,tick",0,0.1289,1,False,false_positive,Nodaviridae
1955168,"biting_midge,mosquito,tick",0,0.0241,0,True,correct,Orthomyxoviridae
1955170,biting_midge,0,0.0229,0,True,correct,Partitiviridae
1955198,biting_midge,0,0.0325,0,True,correct,Unassigned
1963247,mosquito,0,0.0584,0,True,correct,Flaviviridae
1963253,mosquito,0,0.0411,0,True,correct,Orthomyxoviridae
1969397,mosquito,0,0.0305,0,True,correct,Flaviviridae
1969398,mosquito,0,0.0418,0,True,correct,Flaviviridae
1969399,mosquito,0,0.0618,0,True,correct,Flaviviridae
1969400,mosquito,0,0.0242,0,True,correct,Flaviviridae
1969830,mosquito,0,0.0504,0,True,correct,Rhabdoviridae
1971396,tick,0,0.012,0,True,correct,Nairoviridae
1972567,mosquito,0,0.0693,0,True,correct,Rhabdoviridae
1972568,mosquito,1,0.0775,1,True,correct,Rhabdoviridae
1972569,mosquito,0,0.0958,1,False,false_positive,Rhabdoviridae
1972570,mosquito,0,0.0547,0,True,correct,Rhabdoviridae
1972612,mosquito,0,0.0317,0,True,correct,Rhabdoviridae
1972626,biting_midge,0,0.0319,0,True,correct,Rhabdoviridae
1972682,mosquito,0,0.017,0,True,correct,Rhabdoviridae
1972683,mosquito,0,0.1193,1,False,false_positive,Rhabdoviridae
1972684,mosquito,0,0.1349,1,False,false_positive,Rhabdoviridae
1972685,mosquito,0,0.0571,0,True,correct,Rhabdoviridae
1972687,mosquito,0,0.0636,0,True,correct,Rhabdoviridae
1977074,tick,0,0.1528,1,False,false_positive,Nairoviridae
1977075,tick,0,0.141,1,False,false_positive,Phenuiviridae
1981097,tick,0,0.06,0,True,correct,Phenuiviridae
1983771,tick,0,0.051,0,True,correct,Genomoviridae
1983779,tick,0,0.0844,1,False,false_positive,Circoviridae
1985374,tick,0,0.0679,0,True,correct,Genomoviridae
2010277,mosquito,0,0.2027,1,False,false_positive,Rhabdoviridae
2014339,tick,0,0.0157,0,True,correct,Spinareoviridae
2015054,tick,0,0.0267,0,True,correct,Phenuiviridae
2015056,tick,0,0.0431,0,True,correct,Phenuiviridae
2015057,tick,0,0.041,0,True,correct,Phenuiviridae
2015063,tick,0,0.0345,0,True,correct,Phenuiviridae
2016461,tick,0,0.0353,0,True,correct,Genomoviridae
2018471,biting_midge,0,0.028,0,True,correct,Iflaviridae
2020880,tick,0,0.1055,1,False,false_positive,Phenuiviridae
2021721,mosquito,0,0.0451,0,True,correct,Rhabdoviridae
2025477,tick,0,0.1445,1,False,false_positive,Genomoviridae
2025478,tick,0,0.0969,1,False,false_positive,Genomoviridae
2025480,tick,0,0.1027,1,False,false_positive,Anelloviridae
2026602,mosquito,0,0.0281,0,True,correct,Sedoreoviridae
2026603,mosquito,0,0.0231,0,True,correct,Sedoreoviridae
2027354,tick,0,0.0714,0,True,correct,Phenuiviridae
2027355,tick,0,0.018,0,True,correct,Parvoviridae
2030127,"mosquito,tick",0,0.0597,0,True,correct,Parvoviridae
2034330,tick,0,0.0423,0,True,correct,Phenuiviridae
2036702,mosquito,0,0.0609,0,True,correct,Peribunyaviridae
2036703,mosquito,0,0.0288,0,True,correct,Peribunyaviridae
2036955,mosquito,0,0.0519,0,True,correct,Peribunyaviridae
2040592,mosquito,0,0.0312,0,True,correct,Rhabdoviridae
2045185,mosquito,0,0.2103,1,False,false_positive,Flaviviridae
2045186,mosquito,0,0.2584,1,False,false_positive,Flaviviridae
2050976,mosquito,0,0.208,1,False,false_positive,Parvoviridae
2053814,mosquito,0,0.0087,0,True,correct,Flaviviridae
2055261,tick,0,0.0285,0,True,correct,Hepeviridae
2072351,mosquito,0,0.1597,1,False,false_positive,Togaviridae
2079603,tick,0,0.1652,1,False,false_positive,Rhabdoviridae
2079604,tick,0,0.0626,0,True,correct,Chuviridae
2079605,tick,0,0.1262,1,False,false_positive,Rhabdoviridae
2079606,tick,0,0.0714,0,True,correct,Rhabdoviridae
2079610,tick,0,0.034,0,True,correct,Rhabdoviridae
2083198,mosquito,1,0.0518,0,False,false_negative,Togaviridae
2094261,mosquito,0,0.063,0,True,correct,Parvoviridae
2108521,mosquito,0,0.2838,1,False,false_positive,Unassigned
2109376,mosquito,0,0.0611,0,True,correct,Unassigned
2116536,tick,0,0.1626,1,False,false_positive,Rhabdoviridae
2137161,tick,1,0.5384,1,True,correct,Orthomyxoviridae
2169701,mosquito,1,0.0918,1,True,correct,Togaviridae
2170057,tick,0,0.0378,0,True,correct,Nairoviridae
2170061,tick,0,0.0462,0,True,correct,Nairoviridae
2201043,tick,0,0.0618,0,True,correct,Phenuiviridae
2202565,mosquito,0,0.0349,0,True,correct,Genomoviridae
2217875,tick,0,0.0434,0,True,correct,Circoviridae
2219899,tick,0,0.0898,1,False,false_positive,Orthomyxoviridae
2219997,"biting_midge,mosquito,tick",0,0.6449,1,False,false_positive,Peribunyaviridae
2250219,mosquito,0,0.045,0,True,correct,Spinareoviridae
2259111,tick,0,0.0323,0,True,correct,Flaviviridae
2269360,"mosquito,tick",1,0.2638,1,True,correct,Flaviviridae
2290890,tick,0,0.0154,0,True,correct,Spinareoviridae
2303487,mosquito,0,0.052,0,True,correct,Peribunyaviridae
2303490,mosquito,0,0.05,0,True,correct,Peribunyaviridae
2304481,mosquito,0,0.0411,0,True,correct,Nodaviridae
2304484,mosquito,0,0.0208,0,True,correct,Chuviridae
2304485,mosquito,0,0.2036,1,False,false_positive,Chuviridae
2304505,mosquito,0,0.033,0,True,correct,Astroviridae
2304509,mosquito,0,0.0425,0,True,correct,Nodaviridae
2304510,mosquito,0,0.0768,1,False,false_positive,Flaviviridae
2304511,mosquito,0,0.0443,0,True,correct,Nodaviridae
2304514,mosquito,0,0.1393,1,False,false_positive,Circoviridae
2304515,mosquito,0,0.026,0,True,correct,Rhabdoviridae
2304647,tick,0,0.1033,1,False,false_positive,Nairoviridae
2305258,mosquito,0,0.0884,1,False,false_positive,Flaviviridae
2315722,mosquito,0,0.1307,1,False,false_positive,Rhabdoviridae
2419667,tick,0,0.0696,0,True,correct,Coronaviridae
2421440,mosquito,0,0.3202,1,False,false_positive,Flaviviridae
2486204,mosquito,0,0.0386,0,True,correct,Circoviridae
2486715,mosquito,0,0.0294,0,True,correct,Orthomyxoviridae
2491660,mosquito,0,0.0317,0,True,correct,Flaviviridae
2498143,tick,0,0.2024,1,False,false_positive,Hepaciviridae
2498144,mosquito,0,0.0426,0,True,correct,Sedoreoviridae
2499242,mosquito,0,0.2175,1,False,false_positive,Togaviridae
2547358,mosquito,0,0.0595,0,True,correct,Sedoreoviridae
2555547,tick,0,0.0528,0,True,correct,Parvoviridae
2555890,tick,0,0.0354,0,True,correct,Phenuiviridae
2555893,tick,0,0.0366,0,True,correct,Phenuiviridae
2555896,tick,0,0.1442,1,False,false_positive,Phenuiviridae
2560014,tick,0,0.0241,0,True,correct,Sedoreoviridae
2560015,tick,0,0.3536,1,False,false_positive,Phenuiviridae
2560016,tick,0,0.0432,0,True,correct,Rhabdoviridae
2569589,tick,0,0.0365,0,True,correct,Phenuiviridae
2569609,tick,0,0.0404,0,True,correct,Rhabdoviridae
2569610,tick,0,0.017,0,True,correct,Phenuiviridae
2572766,biting_midge,0,0.0787,1,False,false_positive,Peribunyaviridae
2583416,tick,0,0.033,0,True,correct,Papillomaviridae
2583479,tick,0,0.078,1,False,false_positive,Phenuiviridae
2585267,"biting_midge,mosquito,tick",0,0.0328,0,True,correct,Unassigned
2591803,tick,0,0.0393,0,True,correct,Poxviridae
2593991,biting_midge,0,0.1931,1,False,false_positive,Paramyxoviridae
2594109,mosquito,0,0.0604,0,True,correct,Orthomyxoviridae
2599624,mosquito,0,0.0425,0,True,correct,Rhabdoviridae
2601858,mosquito,0,0.0667,0,True,correct,Togaviridae
2602438,mosquito,0,0.1573,1,False,false_positive,Flaviviridae
2606251,mosquito,0,0.1955,1,False,false_positive,Flaviviridae
2607737,mosquito,0,0.055,0,True,correct,Orthomyxoviridae
2607738,mosquito,0,0.0547,0,True,correct,Orthomyxoviridae
2607739,mosquito,0,0.0499,0,True,correct,Orthomyxoviridae
2609058,mosquito,0,0.0621,0,True,correct,Peribunyaviridae
2609059,mosquito,0,0.0429,0,True,correct,Peribunyaviridae
2650668,mosquito,0,0.0385,0,True,correct,Flaviviridae
2651930,mosquito,0,0.0306,0,True,correct,Picornaviridae
2651931,mosquito,0,0.0177,0,True,correct,Picornaviridae
2651939,mosquito,0,0.1291,1,False,false_positive,Unassigned
2654565,tick,0,0.1251,1,False,false_positive,Orthomyxoviridae
2656737,mosquito,0,0.0236,0,True,correct,Peribunyaviridae
2661633,mosquito,0,0.027,0,True,correct,Circoviridae
2661634,mosquito,0,0.036,0,True,correct,Phenuiviridae
2661635,mosquito,0,0.0356,0,True,correct,Phenuiviridae
2661637,mosquito,0,0.0063,0,True,correct,Rhabdoviridae
2663720,mosquito,0,0.0072,0,True,correct,Sedoreoviridae
2663721,mosquito,0,0.0324,0,True,correct,Flaviviridae
2665414,mosquito,0,0.0662,0,True,correct,Orthomyxoviridae
2679909,mosquito,0,0.0372,0,True,correct,Togaviridae
2684265,mosquito,0,0.0211,0,True,correct,Rhabdoviridae
2686042,mosquito,0,0.0609,0,True,correct,Flaviviridae
2686043,mosquito,0,0.0163,0,True,correct,Phenuiviridae
2689332,mosquito,0,0.0218,0,True,correct,Parvoviridae
2689333,mosquito,0,0.0504,0,True,correct,Parvoviridae
2689334,mosquito,0,0.021,0,True,correct,Rhabdoviridae
2689335,mosquito,0,0.0507,0,True,correct,Rhabdoviridae
2689355,mosquito,0,0.0171,0,True,correct,Flaviviridae
2689356,mosquito,0,0.0476,0,True,correct,Unassigned
2689367,mosquito,0,0.1292,1,False,false_positive,Phenuiviridae
2689369,mosquito,0,0.0229,0,True,correct,Phenuiviridae
2696479,mosquito,0,0.0577,0,True,correct,Hepaciviridae
2697641,tick,0,0.0308,0,True,correct,Nairoviridae
2697642,tick,0,0.0528,0,True,correct,Rhabdoviridae
2697643,tick,0,0.0653,0,True,correct,Orthomyxoviridae
2699153,biting_midge,0,0.0548,0,True,correct,Orthototiviridae
2704630,tick,0,0.0378,0,True,correct,Rhabdoviridae
2704634,tick,0,0.0921,1,False,false_positive,Pestiviridae
2704635,tick,0,0.1032,1,False,false_positive,Phenuiviridae
2704636,tick,0,0.0932,1,False,false_positive,Phenuiviridae
2712734,mosquito,0,0.0711,0,True,correct,Flaviviridae
2713211,tick,0,0.2932,1,False,false_positive,Pestiviridae
2713212,tick,0,0.0112,0,True,correct,Spinareoviridae
2713454,tick,0,0.0254,0,True,correct,Parvoviridae
2715178,tick,0,0.0778,1,False,false_positive,Hepeviridae
2715208,biting_midge,0,0.0225,0,True,correct,Solemoviridae
2725580,tick,0,0.0085,0,True,correct,Rhabdoviridae
2733038,mosquito,0,0.0326,0,True,correct,Circoviridae
2734366,mosquito,0,0.0215,0,True,correct,Rhabdoviridae
2734392,mosquito,0,0.0623,0,True,correct,Rhabdoviridae
2734393,mosquito,0,0.0581,0,True,correct,Rhabdoviridae
2734394,mosquito,0,0.0274,0,True,correct,Rhabdoviridae
2734395,mosquito,0,0.0442,0,True,correct,Rhabdoviridae
2734396,mosquito,0,0.0644,0,True,correct,Rhabdoviridae
2737675,tick,0,0.0854,1,False,false_positive,Nairoviridae
2739773,tick,0,0.0288,0,True,correct,Orthomyxoviridae
2739774,tick,0,0.1265,1,False,false_positive,Orthomyxoviridae
2740136,tick,0,0.0386,0,True,correct,Astroviridae
2741539,mosquito,0,0.0268,0,True,correct,Rhabdoviridae
2744400,biting_midge,0,0.0375,0,True,correct,Unassigned
2744401,biting_midge,0,0.244,1,False,false_positive,Phasmaviridae
2744402,biting_midge,0,0.0331,0,True,correct,Nodaviridae
2748196,mosquito,0,0.0698,0,True,correct,Peribunyaviridae
2748203,mosquito,0,0.0588,0,True,correct,Peribunyaviridae
2748206,mosquito,0,0.0708,0,True,correct,Peribunyaviridae
2748208,mosquito,0,0.0476,0,True,correct,Peribunyaviridae
2748212,mosquito,0,0.0154,0,True,correct,Peribunyaviridae
2748231,mosquito,0,0.0333,0,True,correct,Peribunyaviridae
2748232,mosquito,0,0.0634,0,True,correct,Peribunyaviridae
2748234,mosquito,0,0.0373,0,True,correct,Peribunyaviridae
2748235,tick,0,0.0464,0,True,correct,Phenuiviridae
2748236,mosquito,0,0.0837,1,False,false_positive,Peribunyaviridae
2748237,mosquito,0,0.0591,0,True,correct,Peribunyaviridae
2748238,mosquito,0,0.0283,0,True,correct,Peribunyaviridae
2748240,mosquito,0,0.0158,0,True,correct,Peribunyaviridae
2748244,mosquito,0,0.028,0,True,correct,Peribunyaviridae
2748249,mosquito,0,0.0331,0,True,correct,Peribunyaviridae
2748250,mosquito,0,0.1601,1,False,false_positive,Peribunyaviridae
2748252,tick,1,0.0554,0,False,false_negative,Peribunyaviridae
2748254,mosquito,1,0.0809,1,True,correct,Peribunyaviridae
2748958,tick,1,0.3317,1,True,correct,Phenuiviridae
2751814,mosquito,0,0.1423,1,False,false_positive,Flaviviridae
2751815,mosquito,0,0.0259,0,True,correct,Flaviviridae
2751816,mosquito,0,0.0242,0,True,correct,Flaviviridae
2755150,mosquito,0,0.0326,0,True,correct,Phenuiviridae
2755151,mosquito,0,0.0236,0,True,correct,Unassigned
2755152,mosquito,0,0.0302,0,True,correct,Phenuiviridae
2755159,mosquito,0,0.0242,0,True,correct,Phenuiviridae
2759331,biting_midge,0,0.0318,0,True,correct,Partitiviridae
2767007,tick,0,0.0349,0,True,correct,Phenuiviridae
2771463,mosquito,0,0.0827,1,False,false_positive,Unassigned
2775126,tick,0,0.1958,1,False,false_positive,Flaviviridae
2776145,tick,0,0.0284,0,True,correct,Nyamiviridae
2777462,tick,0,0.08,1,False,false_positive,Hepaciviridae
2789410,tick,0,0.0525,0,True,correct,Phenuiviridae
2789411,tick,0,0.0221,0,True,correct,Phenuiviridae
2789412,tick,0,0.1792,1,False,false_positive,Phenuiviridae
2789883,mosquito,0,0.0578,0,True,correct,Flaviviridae
2789884,mosquito,0,0.0471,0,True,correct,Rhabdoviridae
2795181,"mosquito,tick",0,0.1456,1,False,false_positive,Nairoviridae
2800873,tick,0,0.0489,0,True,correct,Phenuiviridae
2800878,tick,0,0.0499,0,True,correct,Phenuiviridae
2800880,tick,0,0.0475,0,True,correct,Phenuiviridae
2800884,tick,0,0.0603,0,True,correct,Phenuiviridae
2805753,mosquito,0,0.0814,1,False,false_positive,Orthomyxoviridae
2805754,mosquito,0,0.0398,0,True,correct,Orthomyxoviridae
2805769,mosquito,0,0.0166,0,True,correct,Rhabdoviridae
2805770,mosquito,0,0.0355,0,True,correct,Rhabdoviridae
2805771,mosquito,0,0.1669,1,False,false_positive,Rhabdoviridae
2805772,mosquito,0,0.0183,0,True,correct,Rhabdoviridae
2807198,tick,0,0.033,0,True,correct,Orthomyxoviridae
2809007,biting_midge,0,0.023,0,True,correct,Chuviridae
2809312,tick,0,0.0187,0,True,correct,Spinareoviridae
2809440,biting_midge,0,0.0323,0,True,correct,Phenuiviridae
2809515,tick,0,0.0332,0,True,correct,Phenuiviridae
2809575,mosquito,0,0.0349,0,True,correct,Phenuiviridae
2809669,mosquito,0,0.0402,0,True,correct,Phenuiviridae
2809670,biting_midge,0,0.0448,0,True,correct,Phasmaviridae
2809795,tick,0,0.065,0,True,correct,Orthomyxoviridae
2809846,mosquito,0,0.0043,0,True,correct,Sedoreoviridae
2810278,tick,0,0.07,0,True,correct,Phenuiviridae
2810711,tick,0,0.02,0,True,correct,Arteriviridae
2811963,tick,0,0.0551,0,True,correct,Nairoviridae
2816848,tick,0,0.0196,0,True,correct,Tobaniviridae
2816849,tick,0,0.0703,0,True,correct,Phenuiviridae
2816850,tick,0,0.0379,0,True,correct,Phenuiviridae
2817036,mosquito,0,0.0314,0,True,correct,Flaviviridae
2825847,tick,0,0.1518,1,False,false_positive,Nairoviridae
2829081,tick,0,0.1988,1,False,false_positive,Flaviviridae
2839030,tick,0,0.7079,1,False,false_positive,Parvoviridae
2841875,biting_midge,0,0.0424,0,True,correct,Sedoreoviridae
2843859,tick,0,0.0114,0,True,correct,Rhabdoviridae
2847048,tick,0,0.3967,1,False,false_positive,Phenuiviridae
2847813,tick,0,0.0371,0,True,correct,Phenuiviridae
2847820,mosquito,0,0.0646,0,True,correct,Peribunyaviridae
2847851,mosquito,0,0.1631,1,False,false_positive,Anelloviridae
2848037,mosquito,0,0.0317,0,True,correct,Peribunyaviridae
2848310,tick,0,0.3346,1,False,false_positive,Flaviviridae
2849717,tick,0,0.1013,1,False,false_positive,Nairoviridae
2849718,mosquito,0,0.0338,0,True,correct,Rhabdoviridae
2849744,mosquito,0,0.0429,0,True,correct,Peribunyaviridae
2851136,mosquito,0,0.0569,0,True,correct,Orthomyxoviridae
2851137,mosquito,0,0.0398,0,True,correct,Flaviviridae
2851139,mosquito,0,0.0129,0,True,correct,Sedoreoviridae
2851140,mosquito,0,0.0293,0,True,correct,Rhabdoviridae
2855390,mosquito,0,0.0321,0,True,correct,Picornaviridae
2859665,mosquito,0,0.2545,1,False,false_positive,Flaviviridae
2859666,mosquito,0,0.1099,1,False,false_positive,Flaviviridae
2860948,mosquito,0,0.0345,0,True,correct,Phenuiviridae
2860949,mosquito,0,0.035,0,True,correct,Phenuiviridae
2861005,mosquito,0,0.2122,1,False,false_positive,Flaviviridae
2863959,mosquito,0,0.1216,1,False,false_positive,Circoviridae
2863960,mosquito,0,0.0447,0,True,correct,Circoviridae
2867436,tick,0,0.0543,0,True,correct,Spinareoviridae
2867438,tick,0,0.0271,0,True,correct,Unassigned
2872738,tick,0,0.0409,0,True,correct,Spinareoviridae
2874031,tick,0,0.0263,0,True,correct,Phenuiviridae
2875329,tick,0,0.1941,1,False,false_positive,Orthomyxoviridae
2877428,mosquito,0,0.0167,0,True,correct,Flaviviridae
2877507,tick,0,0.2481,1,False,false_positive,Rhabdoviridae
2884278,mosquito,0,0.0323,0,True,correct,Peribunyaviridae
2886224,mosquito,0,0.0132,0,True,correct,Rhabdoviridae
2892532,mosquito,0,0.0383,0,True,correct,Orthomyxoviridae
2892543,mosquito,0,0.0275,0,True,correct,Rhabdoviridae
2894005,mosquito,0,0.0739,1,False,false_positive,Orthomyxoviridae
2895586,mosquito,0,0.0429,0,True,correct,Flaviviridae
2895587,mosquito,0,0.0554,0,True,correct,Flaviviridae
2895588,mosquito,0,0.0505,0,True,correct,Flaviviridae
2895589,mosquito,0,0.031,0,True,correct,Flaviviridae
2895591,mosquito,0,0.0529,0,True,correct,Flaviviridae
2895592,mosquito,0,0.0463,0,True,correct,Flaviviridae
2895594,mosquito,0,0.0219,0,True,correct,Flaviviridae
2895596,mosquito,0,0.0598,0,True,correct,Flaviviridae
2895600,mosquito,0,0.0472,0,True,correct,Peribunyaviridae
2895602,mosquito,0,0.0262,0,True,correct,Peribunyaviridae
2895604,mosquito,0,0.0682,0,True,correct,Phenuiviridae
2895607,mosquito,0,0.026,0,True,correct,Phenuiviridae
2895608,mosquito,0,0.0941,1,False,false_positive,Phenuiviridae
2895609,mosquito,0,0.0383,0,True,correct,Rhabdoviridae
2895613,mosquito,0,0.037,0,True,correct,Rhabdoviridae
2895616,mosquito,0,0.0286,0,True,correct,Phenuiviridae
2895618,mosquito,0,0.1205,1,False,false_positive,Flaviviridae
2895619,mosquito,0,0.0422,0,True,correct,Sedoreoviridae
2899249,mosquito,0,0.0262,0,True,correct,Sedoreoviridae
2902617,mosquito,0,0.0481,0,True,correct,Orthomyxoviridae
2902639,mosquito,0,0.0549,0,True,correct,Astroviridae
2902641,mosquito,0,0.0262,0,True,correct,Picornaviridae
2904963,mosquito,0,0.2039,1,False,false_positive,Togaviridae
2911995,mosquito,0,0.0333,0,True,correct,Genomoviridae
2913605,tick,0,0.0384,0,True,correct,Retroviridae
2914978,tick,0,0.0307,0,True,correct,Circoviridae
2922982,biting_midge,0,0.0828,1,False,false_positive,Peribunyaviridae
2940812,mosquito,0,0.0297,0,True,correct,Genomoviridae
2943855,tick,0,0.0198,0,True,correct,Nairoviridae
2950731,tick,0,0.2829,1,False,false_positive,Pestiviridae
2950732,tick,0,0.0559,0,True,correct,Rhabdoviridae
2950733,tick,0,0.0472,0,True,correct,Phenuiviridae
2950736,tick,0,0.1681,1,False,false_positive,Nyamiviridae
2950737,tick,0,0.0553,0,True,correct,Picornaviridae
2951068,mosquito,0,0.0449,0,True,correct,Rhabdoviridae
2951069,mosquito,0,0.0342,0,True,correct,Rhabdoviridae
2951464,tick,0,0.2161,1,False,false_positive,Hepeviridae
2951465,tick,0,0.0543,0,True,correct,Nairoviridae
2951466,tick,0,0.0135,0,True,correct,Phenuiviridae
2951468,tick,0,0.0062,0,True,correct,Circoviridae
2951469,tick,0,0.031,0,True,correct,Circoviridae
2951470,tick,0,0.0356,0,True,correct,Circoviridae
2951471,tick,0,0.1048,1,False,false_positive,Circoviridae
2951472,tick,0,0.0408,0,True,correct,Circoviridae
2951473,tick,0,0.0934,1,False,false_positive,Anelloviridae
2951474,tick,0,0.0338,0,True,correct,Anelloviridae
2951475,tick,0,0.0273,0,True,correct,Anelloviridae
2951476,tick,0,0.0544,0,True,correct,Anelloviridae
2951477,tick,0,0.0195,0,True,correct,Anelloviridae
2951478,tick,0,0.0695,0,True,correct,Anelloviridae
2951479,tick,0,0.0748,1,False,false_positive,Anelloviridae
2951480,tick,0,0.1402,1,False,false_positive,Anelloviridae
2951481,tick,0,0.1292,1,False,false_positive,Anelloviridae
2951482,tick,0,0.1023,1,False,false_positive,Anelloviridae
2951483,tick,0,0.105,1,False,false_positive,Circoviridae
2951484,tick,0,0.0535,0,True,correct,Circoviridae
2951485,tick,0,0.0356,0,True,correct,Circoviridae
2951486,tick,0,0.0413,0,True,correct,Circoviridae
2951487,tick,0,0.0433,0,True,correct,Circoviridae
2951488,tick,0,0.0328,0,True,correct,Circoviridae
2951489,tick,0,0.0525,0,True,correct,Genomoviridae
2951490,tick,0,0.0726,1,False,false_positive,Genomoviridae
2951491,tick,0,0.051,0,True,correct,Genomoviridae
2951492,tick,0,0.0656,0,True,correct,Genomoviridae
2951493,tick,0,0.0515,0,True,correct,Genomoviridae
2952018,mosquito,0,0.0496,0,True,correct,Picornaviridae
2952019,mosquito,0,0.0207,0,True,correct,Picornaviridae
2952020,mosquito,0,0.01,0,True,correct,Picornaviridae
2952021,mosquito,0,0.025,0,True,correct,Picornaviridae
2952022,mosquito,0,0.0178,0,True,correct,Picornaviridae
2952023,mosquito,0,0.0491,0,True,correct,Picornaviridae
2952024,mosquito,0,0.0495,0,True,correct,Picornaviridae
2952025,mosquito,0,0.1086,1,False,false_positive,Orthomyxoviridae
2952026,mosquito,0,0.036,0,True,correct,Orthomyxoviridae
2952027,mosquito,0,0.0302,0,True,correct,Orthomyxoviridae
2952028,mosquito,0,0.0279,0,True,correct,Orthomyxoviridae
2952029,mosquito,0,0.0594,0,True,correct,Orthomyxoviridae
2952039,mosquito,0,0.0293,0,True,correct,Circoviridae
2952040,mosquito,0,0.1777,1,False,false_positive,Flaviviridae
2959765,tick,0,0.0219,0,True,correct,Rhabdoviridae
2960741,mosquito,0,0.0439,0,True,correct,Rhabdoviridae
2970553,mosquito,0,0.0742,1,False,false_positive,Flaviviridae
2972099,tick,0,0.1876,1,False,false_positive,Flaviviridae
2972217,tick,0,0.0173,0,True,correct,Nairoviridae
2972218,tick,0,0.0562,0,True,correct,Nairoviridae
2972220,tick,0,0.0882,1,False,false_positive,Nairoviridae
2972221,tick,0,0.0513,0,True,correct,Nairoviridae
2972222,tick,0,0.0286,0,True,correct,Nairoviridae
2972223,tick,0,0.0513,0,True,correct,Nairoviridae
2972252,tick,0,0.0531,0,True,correct,Nodaviridae
2972253,tick,0,0.0389,0,True,correct,Nodaviridae
2972254,tick,0,0.027,0,True,correct,Nodaviridae
2972255,tick,0,0.0597,0,True,correct,Orthomyxoviridae
2972257,tick,0,0.0353,0,True,correct,Orthomyxoviridae
2972258,tick,0,0.0684,0,True,correct,Orthomyxoviridae
2972259,tick,0,0.035,0,True,correct,Orthomyxoviridae
2972260,tick,0,0.0058,0,True,correct,Orthomyxoviridae
2972261,tick,0,0.1091,1,False,false_positive,Orthomyxoviridae
2972262,tick,0,0.1092,1,False,false_positive,Orthomyxoviridae
2972263,tick,0,0.0425,0,True,correct,Orthomyxoviridae
2972264,tick,0,0.0326,0,True,correct,Orthomyxoviridae
2972283,tick,0,0.0593,0,True,correct,Peribunyaviridae
2972284,tick,0,0.0391,0,True,correct,Peribunyaviridae
2972285,tick,0,0.0934,1,False,false_positive,Peribunyaviridae
2972286,tick,0,0.0336,0,True,correct,Peribunyaviridae
2972287,tick,0,0.0385,0,True,correct,Peribunyaviridae
2972288,tick,0,0.4295,1,False,false_positive,Peribunyaviridae
2972289,tick,0,0.1206,1,False,false_positive,Peribunyaviridae
2972290,tick,0,0.079,1,False,false_positive,Peribunyaviridae
2972291,tick,0,0.025,0,True,correct,Peribunyaviridae
2972292,tick,0,0.0184,0,True,correct,Peribunyaviridae
2972293,tick,0,0.0521,0,True,correct,Peribunyaviridae
2972294,tick,0,0.167,1,False,false_positive,Peribunyaviridae
2972295,tick,0,0.0146,0,True,correct,Peribunyaviridae
2972298,tick,0,0.0177,0,True,correct,Phenuiviridae
2972299,tick,0,0.0544,0,True,correct,Phenuiviridae
