virus_taxid,virus,virus_family,virus_genus,human_to_human,zoonotic_relaxed,zoonotic_strict
162145,human metapneumovirus,Pneumoviridae,Metapneumovirus,1,1,1
11250,human respiratory syncytial virus,Pneumoviridae,Orthopneumovirus,1,1,1
208893,human respiratory syncytial virus a,Pneumoviridae,Orthopneumovirus,1,0,0
208895,human respiratory syncytial virus b,Pneumoviridae,Orthopneumovirus,1,0,0
11263,murine pneumonia virus,Pneumoviridae,Orthopneumovirus,0,1,1
12814,respiratory syncytial virus,Pneumoviridae,Orthopneumovirus,1,1,1
1972587,ephemerovirus kotonkan,Rhabdoviridae,Ephemerovirus,0,1,1
1978540,ledantevirus ledantec,Rhabdoviridae,Ledantevirus,0,0,0
57482,european bat lyssavirus 1,Rhabdoviridae,Lyssavirus,0,1,1
57483,european bat lyssavirus 2,Rhabdoviridae,Lyssavirus,0,1,1
90961,lyssavirus australis,Rhabdoviridae,Lyssavirus,0,1,1
38767,lyssavirus duvenhage,Rhabdoviridae,Lyssavirus,0,1,1
38766,lyssavirus lagos,Rhabdoviridae,Lyssavirus,0,1,1
12538,lyssavirus mokola,Rhabdoviridae,Lyssavirus,0,1,1
642022,lyssavirus ozernoe,Rhabdoviridae,Lyssavirus,0,0,0
11292,lyssavirus rabies,Rhabdoviridae,Lyssavirus,0,1,1
11276,vesicular stomatitis virus,Rhabdoviridae,Vesiculovirus,0,1,1
1972579,vesiculovirus alagoas,Rhabdoviridae,Vesiculovirus,0,1,1
1972576,vesiculovirus chandipura,Rhabdoviridae,Vesiculovirus,0,1,1
1972577,vesiculovirus indiana,Rhabdoviridae,Vesiculovirus,0,1,1
1972568,vesiculovirus jurona,Rhabdoviridae,Vesiculovirus,0,1,1
1972574,vesiculovirus maraba,Rhabdoviridae,Vesiculovirus,0,1,1
1972578,vesiculovirus newjersey,Rhabdoviridae,Vesiculovirus,0,1,1
1972575,vesiculovirus piry,Rhabdoviridae,Vesiculovirus,0,1,1
749224,human circular dsdna virus associated with alcoholic cirrhosis,,,1,0,0
11153,canine coronavirus,Coronaviridae,Alphacoronavirus,0,1,1
11137,human coronavirus 229e,Coronaviridae,Alphacoronavirus,1,1,1
277944,human coronavirus nl63,Coronaviridae,Alphacoronavirus,1,0,0
270642,human group 1 coronavirus associated with pneumonia,Coronaviridae,Alphacoronavirus,1,0,0
694003,betacoronavirus 1,Coronaviridae,Betacoronavirus,0,1,1
1263720,betacoronavirus england 1,Coronaviridae,Betacoronavirus,0,0,0
1235996,human betacoronavirus 2c emc/2012,Coronaviridae,Betacoronavirus,1,0,0
1298362,human betacoronavirus 2c england-qatar/2012,Coronaviridae,Betacoronavirus,1,0,0
1306931,human betacoronavirus 2c jordan-n3/2012,Coronaviridae,Betacoronavirus,1,0,0
290028,human coronavirus hku1,Coronaviridae,Betacoronavirus,1,0,0
31631,human coronavirus oc43,Coronaviridae,Betacoronavirus,1,1,1
166124,human enteric coronavirus 4408,Coronaviridae,Betacoronavirus,1,0,0
1335626,middle east respiratory syndrome-related coronavirus,Coronaviridae,Betacoronavirus,1,1,1
11138,murine hepatitis virus,Coronaviridae,Betacoronavirus,0,1,1
228407,sars coronavirus bj01,Coronaviridae,Betacoronavirus,0,0,0
321147,sars coronavirus bj162,Coronaviridae,Betacoronavirus,0,0,0
511429,sars coronavirus bj182-12,Coronaviridae,Betacoronavirus,0,0,0
511430,sars coronavirus bj182-4,Coronaviridae,Betacoronavirus,0,0,0
511431,sars coronavirus bj182-8,Coronaviridae,Betacoronavirus,0,0,0
511432,sars coronavirus bj182a,Coronaviridae,Betacoronavirus,0,0,0
511433,sars coronavirus bj182b,Coronaviridae,Betacoronavirus,0,0,0
321149,sars coronavirus bj202,Coronaviridae,Betacoronavirus,0,0,0
228415,sars coronavirus cuhk-w1,Coronaviridae,Betacoronavirus,0,0,0
388737,sars coronavirus gdh-bjh01,Coronaviridae,Betacoronavirus,0,0,0
228404,sars coronavirus hku-39849,Coronaviridae,Betacoronavirus,0,1,1
627442,sars coronavirus p2,Coronaviridae,Betacoronavirus,0,0,0
253433,sars coronavirus pumc01,Coronaviridae,Betacoronavirus,0,1,1
253434,sars coronavirus pumc02,Coronaviridae,Betacoronavirus,0,0,0
253435,sars coronavirus pumc03,Coronaviridae,Betacoronavirus,0,0,0
228330,sars coronavirus urbani,Coronaviridae,Betacoronavirus,0,0,0
247149,sars coronavirus whu,Coronaviridae,Betacoronavirus,0,0,0
353145,sars coronavirus zj02,Coronaviridae,Betacoronavirus,0,0,0
2697049,severe acute respiratory syndrome coronavirus 2,Coronaviridae,Betacoronavirus,1,1,1
694009,severe acute respiratory syndrome-related coronavirus,Coronaviridae,Betacoronavirus,1,1,1
1965089,coronavirus hku15,Coronaviridae,Deltacoronavirus,0,1,1
694014,avian coronavirus,Coronaviridae,Gammacoronavirus,0,1,1
11120,infectious bronchitis virus,Coronaviridae,Gammacoronavirus,0,1,1
2749448,coronavirus cya-betacov/2019,Coronaviridae,,0,0,0
2749449,coronavirus cyb-betacov/2019,Coronaviridae,,0,0,0
2749450,coronavirus cyc-betacov/2019,Coronaviridae,,0,0,0
11855,mason-pfizer monkey virus,Retroviridae,Betaretrovirus,0,1,1
11757,mouse mammary tumor virus,Retroviridae,Betaretrovirus,0,1,1
11901,bovine leukemia virus,Retroviridae,Deltaretrovirus,0,1,1
11908,human t-cell leukemia virus type i,Retroviridae,Deltaretrovirus,1,1,1
11909,human t-lymphotropic virus 2,Retroviridae,Deltaretrovirus,1,1,1
28332,human t-lymphotropic virus 3,Retroviridae,Deltaretrovirus,1,0,0
318279,human t-lymphotropic virus 4,Retroviridae,Deltaretrovirus,1,0,0
188539,amphotropic murine leukemia virus,Retroviridae,Gammaretrovirus,0,1,1
114654,dg-75 murine leukemia virus,Retroviridae,Gammaretrovirus,0,0,0
11840,gibbon ape leukemia virus,Retroviridae,Gammaretrovirus,0,1,1
11786,murine leukemia virus,Retroviridae,Gammaretrovirus,0,1,1
933438,murine leukemia virus n417,Retroviridae,Gammaretrovirus,0,0,0
11970,woolly monkey sarcoma virus,Retroviridae,Gammaretrovirus,0,1,1
438045,xenotropic mulv-related virus,Retroviridae,Gammaretrovirus,0,1,1
11837,xenotropic murine leukemia virus,Retroviridae,Gammaretrovirus,0,1,1
433832,hiv-like human cancer virus,Retroviridae,Lentivirus,1,0,0
12721,human immunodeficiency virus,Retroviridae,Lentivirus,1,0,0
11676,human immunodeficiency virus 1,Retroviridae,Lentivirus,1,1,1
11709,human immunodeficiency virus 2,Retroviridae,Lentivirus,1,1,1
11723,simian immunodeficiency virus,Retroviridae,Lentivirus,0,1,1
57667,simian-human immunodeficiency virus,Retroviridae,Lentivirus,1,1,1
11827,human endogenous retrovirus,Retroviridae,,1,0,0
45617,human endogenous retrovirus k,Retroviridae,,1,0,0
11963,human spumaretrovirus,Retroviridae,,1,1,1
11642,simian foamy virus,Retroviridae,,0,1,1
338079,african green monkey simian foamy virus,Retroviridae,Simiispumavirus,0,1,1
2170195,eastern chimpanzee simian foamy virus,Retroviridae,Simiispumavirus,0,0,0
2170197,guenon simian foamy virus,Retroviridae,Simiispumavirus,0,0,0
3051624,amdoparvovirus carnivoran1,Parvoviridae,Amdoparvovirus,0,1,1
3052040,bocaparvovirus primate1,Parvoviridae,Bocaparvovirus,0,1,1
329641,human bocavirus,Parvoviridae,Bocaparvovirus,1,1,1
689403,human bocavirus 1,Parvoviridae,Bocaparvovirus,1,0,0
573977,human bocavirus 2,Parvoviridae,Bocaparvovirus,1,1,1
1511880,human bocavirus 2a tu,Parvoviridae,Bocaparvovirus,1,0,0
1511881,human bocavirus 2b ni,Parvoviridae,Bocaparvovirus,1,0,0
2773471,human bocavirus 2c,Parvoviridae,Bocaparvovirus,1,0,0
1511882,human bocavirus 2c pk,Parvoviridae,Bocaparvovirus,1,0,0
638313,human bocavirus 3,Parvoviridae,Bocaparvovirus,1,1,1
1511883,human bocavirus 4 ni,Parvoviridae,Bocaparvovirus,1,0,0
1108925,human bocavirus isolate sh1,Parvoviridae,Bocaparvovirus,1,0,0
1108926,human bocavirus isolate sh2,Parvoviridae,Bocaparvovirus,1,0,0
394504,human bocavirus wll-1,Parvoviridae,Bocaparvovirus,1,0,0
430048,human bocavirus wll-2,Parvoviridae,Bocaparvovirus,1,0,0
444473,human bocavirus wll-3,Parvoviridae,Bocaparvovirus,1,0,0
272636,adeno-associated virus,Parvoviridae,Dependoparvovirus,1,1,1
85106,adeno-associated virus - 1,Parvoviridae,Dependoparvovirus,1,1,1
46350,adeno-associated virus - 3,Parvoviridae,Dependoparvovirus,1,0,0
57579,adeno-associated virus - 4,Parvoviridae,Dependoparvovirus,1,1,1
68558,adeno-associated virus - 6,Parvoviridae,Dependoparvovirus,1,0,0
10804,adeno-associated virus 2,Parvoviridae,Dependoparvovirus,1,1,1
82300,adeno-associated virus 5,Parvoviridae,Dependoparvovirus,1,0,0
1511894,dependoparvovirus avian1,Parvoviridae,Dependoparvovirus,0,1,1
3052189,erythroparvovirus primate1,Parvoviridae,Erythroparvovirus,1,1,1
72197,human erythrovirus v9,Parvoviridae,Erythroparvovirus,1,0,0
289365,human parvovirus 4,Parvoviridae,Tetraparvovirus,1,1,1
1511919,human parvovirus 4 g1,Parvoviridae,Tetraparvovirus,1,0,0
99565,chiba virus,Caliciviridae,Norovirus,1,0,0
270370,human calicivirus hu/nlv/oxford/b5s22/2003/uk,Caliciviridae,Norovirus,1,0,0
258453,human calicivirus nlv/gii/langen1061/2002/de,Caliciviridae,Norovirus,1,0,0
122928,norovirus gi,Caliciviridae,Norovirus,1,1,1
122929,norovirus gii,Caliciviridae,Norovirus,1,1,1
340017,norovirus giii,Caliciviridae,Norovirus,1,1,1
262897,norovirus giv,Caliciviridae,Norovirus,1,1,1
2594528,norovirus gix,Caliciviridae,Norovirus,1,0,0
336619,norovirus hu/chiba/04-1050/2005/jp,Caliciviridae,Norovirus,1,0,0
290280,norovirus hu/gi/otofuke/1979/jp,Caliciviridae,Norovirus,1,0,0
370037,norovirus hu/guangzhou/nvgz01/chn,Caliciviridae,Norovirus,1,0,0
379081,norovirus hu/mk04/2004/jp,Caliciviridae,Norovirus,1,0,0
296145,norovirus hu/nlv/dresden174/pus-norii/1997/ge,Caliciviridae,Norovirus,1,0,0
272576,norovirus hu/nlv/oxford/b2s16/2002/uk,Caliciviridae,Norovirus,1,0,0
272575,norovirus hu/nlv/oxford/b4s1/2002/uk,Caliciviridae,Norovirus,1,0,0
272570,norovirus hu/nlv/oxford/b4s2/2002/uk,Caliciviridae,Norovirus,1,0,0
272573,norovirus hu/nlv/oxford/b4s4/2002/uk,Caliciviridae,Norovirus,1,0,0
272571,norovirus hu/nlv/oxford/b4s5/2002/uk,Caliciviridae,Norovirus,1,0,0
272572,norovirus hu/nlv/oxford/b4s6/2002/uk,Caliciviridae,Norovirus,1,0,0
272574,norovirus hu/nlv/oxford/b4s7/2002/uk,Caliciviridae,Norovirus,1,0,0
1261195,norovirus hu/norwalk/10034/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261196,norovirus hu/norwalk/10051/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261197,norovirus hu/norwalk/10054/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261198,norovirus hu/norwalk/10062/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261199,norovirus hu/norwalk/10074/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261200,norovirus hu/norwalk/10075/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261201,norovirus hu/norwalk/10078/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261202,norovirus hu/norwalk/10079/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261203,norovirus hu/norwalk/10110/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261204,norovirus hu/norwalk/10114/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261205,norovirus hu/norwalk/10116/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261206,norovirus hu/norwalk/10129/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261207,norovirus hu/norwalk/10136/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261208,norovirus hu/norwalk/10137/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261209,norovirus hu/norwalk/10145/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261210,norovirus hu/norwalk/10148/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261211,norovirus hu/norwalk/10158/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261212,norovirus hu/norwalk/10160/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261213,norovirus hu/norwalk/10162/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261214,norovirus hu/norwalk/10163/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261215,norovirus hu/norwalk/10169/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261216,norovirus hu/norwalk/10173/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261217,norovirus hu/norwalk/10176/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261218,norovirus hu/norwalk/10177/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261219,norovirus hu/norwalk/10179/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261220,norovirus hu/norwalk/10182/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261221,norovirus hu/norwalk/10183/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261222,norovirus hu/norwalk/10194/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261223,norovirus hu/norwalk/10199/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261224,norovirus hu/norwalk/10203/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261225,norovirus hu/norwalk/10204/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261226,norovirus hu/norwalk/10222/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261227,norovirus hu/norwalk/10223/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261228,norovirus hu/norwalk/10235/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261229,norovirus hu/norwalk/10236/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261230,norovirus hu/norwalk/10238/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261231,norovirus hu/norwalk/10247/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261232,norovirus hu/norwalk/10255/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261233,norovirus hu/norwalk/10285/2010/vnm,Caliciviridae,Norovirus,1,0,0
1261234,norovirus hu/norwalk/10296/2010/vnm,Caliciviridae,Norovirus,1,0,0
1261235,norovirus hu/norwalk/10313/2010/vnm,Caliciviridae,Norovirus,1,0,0
1261236,norovirus hu/norwalk/10325/2010/vnm,Caliciviridae,Norovirus,1,0,0
1261237,norovirus hu/norwalk/10328/2010/vnm,Caliciviridae,Norovirus,1,0,0
1261238,norovirus hu/norwalk/10368/2010/vnm,Caliciviridae,Norovirus,1,0,0
1261239,norovirus hu/norwalk/10378/2010/vnm,Caliciviridae,Norovirus,1,0,0
1261240,norovirus hu/norwalk/10386/2010/vnm,Caliciviridae,Norovirus,1,0,0
1261241,norovirus hu/norwalk/20008/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261242,norovirus hu/norwalk/20010/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261243,norovirus hu/norwalk/20014/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261244,norovirus hu/norwalk/20016/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261245,norovirus hu/norwalk/20019/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261246,norovirus hu/norwalk/20033/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261247,norovirus hu/norwalk/20035/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261248,norovirus hu/norwalk/20044/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261249,norovirus hu/norwalk/20047/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261250,norovirus hu/norwalk/20066/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261251,norovirus hu/norwalk/20067/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261252,norovirus hu/norwalk/20069/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261253,norovirus hu/norwalk/20092/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261254,norovirus hu/norwalk/20093/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261255,norovirus hu/norwalk/20094/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261256,norovirus hu/norwalk/20118/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261257,norovirus hu/norwalk/20122/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261258,norovirus hu/norwalk/20123/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261259,norovirus hu/norwalk/20128/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261260,norovirus hu/norwalk/20135/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261261,norovirus hu/norwalk/20139/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261262,norovirus hu/norwalk/20140/2009/vnm,Caliciviridae,Norovirus,1,0,0
1261263,norovirus hu/norwalk/20142/2009/vnm,Caliciviridae,Norovirus,1,0,0
756497,norovirus hu/shanghai/sh312/2009/chn,Caliciviridae,Norovirus,1,0,0
756496,norovirus hu/shanghai/sh5/2009/chn,Caliciviridae,Norovirus,1,0,0
479952,norovirus hu/texas/tch04-577/2004/us,Caliciviridae,Norovirus,1,0,0
1507813,norovirus jb031230049/nanshan/ob/12/2012/sz/chn,Caliciviridae,Norovirus,1,0,0
1507812,norovirus jb031230054/luohu/ob/12/2012/sz/chn,Caliciviridae,Norovirus,1,0,0
11983,norwalk virus,Caliciviridae,Norovirus,1,1,1
95340,norwalk-like virus,Caliciviridae,Norovirus,1,1,1
2779846,sapporo-hk299 virus,Caliciviridae,Norovirus,1,0,0
2849733,ehime virus,Caliciviridae,Sapovirus,1,0,0
674093,sapovirus d1737-a/jun2008/jpn,Caliciviridae,Sapovirus,1,0,0
515176,sapovirus gi,Caliciviridae,Sapovirus,1,1,1
515177,sapovirus gii,Caliciviridae,Sapovirus,1,0,0
515179,sapovirus giv,Caliciviridae,Sapovirus,1,0,0
515180,sapovirus gv,Caliciviridae,Sapovirus,1,1,1
1031410,sapovirus hu/20082029/2008/jp,Caliciviridae,Sapovirus,1,0,0
674086,sapovirus hu/d1714-b/2008/jpn,Caliciviridae,Sapovirus,1,0,0
291175,sapovirus hu/dresden/pjg-sap01/de,Caliciviridae,Sapovirus,1,0,0
556755,sapovirus hu/kushiro5/2007/jp,Caliciviridae,Sapovirus,1,0,0
1280920,sapovirus hu/nagoya/ngy-1/2012/jpn,Caliciviridae,Sapovirus,1,0,0
1003429,sapovirus hu/oh08021/2008/jp,Caliciviridae,Sapovirus,1,0,0
234603,sapovirus mc114,Caliciviridae,Sapovirus,1,0,0
95342,sapporo virus,Caliciviridae,Sapovirus,1,1,1
1960046,hom-1 vesivirus,Caliciviridae,Vesivirus,1,0,0
35612,vesicular exanthema of swine virus,Caliciviridae,Vesivirus,0,1,1
2575370,dicistroviridae tz-1,Dicistroviridae,,0,0,0
2575371,dicistroviridae tz-2,Dicistroviridae,,0,0,0
2575372,dicistroviridae tz-3,Dicistroviridae,,0,0,0
47000,equine rhinitis a virus,Picornaviridae,Aphthovirus,0,1,1
12116,foot and mouth disease virus c,Picornaviridae,Aphthovirus,0,1,1
12111,foot-and-mouth disease virus a,Picornaviridae,Aphthovirus,0,1,1
12118,foot-and-mouth disease virus o,Picornaviridae,Aphthovirus,0,1,1
1821750,cardiovirus b,Picornaviridae,Cardiovirus,1,1,1
2779847,cardiovirus d1,Picornaviridae,Cardiovirus,1,1,1
12104,encephalomyocarditis virus,Picornaviridae,Cardiovirus,0,1,1
511755,human tmev-like cardiovirus,Picornaviridae,Cardiovirus,1,0,0
434309,saffold virus,Picornaviridae,Cardiovirus,0,0,0
1425211,saffold virus 2,Picornaviridae,Cardiovirus,1,0,0
1982742,saffold virus 3,Picornaviridae,Cardiovirus,1,0,0
2003649,cosavirus b,Picornaviridae,Cosavirus,1,0,0
2003650,cosavirus d,Picornaviridae,Cosavirus,1,0,0
2003651,cosavirus e,Picornaviridae,Cosavirus,1,0,0
2003652,cosavirus f,Picornaviridae,Cosavirus,1,1,1
1582094,cosavirus jmy-2014,Picornaviridae,Cosavirus,0,0,0
1233383,human cosavirus,Picornaviridae,Cosavirus,1,0,0
42779,coxsackievirus a1,Picornaviridae,Enterovirus,1,0,0
42769,coxsackievirus a10,Picornaviridae,Enterovirus,1,0,0
42770,coxsackievirus a11,Picornaviridae,Enterovirus,1,0,0
42771,coxsackievirus a12,Picornaviridae,Enterovirus,1,0,0
42772,coxsackievirus a13,Picornaviridae,Enterovirus,1,1,1
42773,coxsackievirus a14,Picornaviridae,Enterovirus,1,0,0
42774,coxsackievirus a15,Picornaviridae,Enterovirus,1,0,0
31704,coxsackievirus a16,Picornaviridae,Enterovirus,1,1,1
42775,coxsackievirus a17,Picornaviridae,Enterovirus,1,0,0
42776,coxsackievirus a18,Picornaviridae,Enterovirus,1,0,0
42778,coxsackievirus a19,Picornaviridae,Enterovirus,1,0,0
33757,coxsackievirus a2,Picornaviridae,Enterovirus,1,0,0
42782,coxsackievirus a20,Picornaviridae,Enterovirus,1,1,1
12069,coxsackievirus a21,Picornaviridae,Enterovirus,1,1,1
42783,coxsackievirus a22,Picornaviridae,Enterovirus,1,0,0
12089,coxsackievirus a24,Picornaviridae,Enterovirus,1,1,1
42784,coxsackievirus a3,Picornaviridae,Enterovirus,1,0,0
42785,coxsackievirus a4,Picornaviridae,Enterovirus,1,0,0
42786,coxsackievirus a5,Picornaviridae,Enterovirus,1,0,0
86107,coxsackievirus a6,Picornaviridae,Enterovirus,1,0,0
42787,coxsackievirus a7,Picornaviridae,Enterovirus,1,0,0
42788,coxsackievirus a8,Picornaviridae,Enterovirus,1,0,0
12067,coxsackievirus a9,Picornaviridae,Enterovirus,1,1,1
12071,coxsackievirus b1,Picornaviridae,Enterovirus,1,1,1
82639,coxsackievirus b2,Picornaviridae,Enterovirus,1,0,0
12072,coxsackievirus b3,Picornaviridae,Enterovirus,1,1,1
12073,coxsackievirus b4,Picornaviridae,Enterovirus,1,1,1
12074,coxsackievirus b5,Picornaviridae,Enterovirus,1,1,1
74561,coxsackievirus b6,Picornaviridae,Enterovirus,1,0,0
12078,echovirus e11,Picornaviridae,Enterovirus,1,0,0
35293,echovirus e12,Picornaviridae,Enterovirus,1,0,0
47501,echovirus e13,Picornaviridae,Enterovirus,1,0,0
47502,echovirus e14,Picornaviridae,Enterovirus,1,0,0
47503,echovirus e15,Picornaviridae,Enterovirus,1,1,1
47504,echovirus e16,Picornaviridae,Enterovirus,1,0,0
47505,echovirus e17,Picornaviridae,Enterovirus,1,0,0
47506,echovirus e18,Picornaviridae,Enterovirus,1,0,0
47507,echovirus e19,Picornaviridae,Enterovirus,1,0,0
35294,echovirus e2,Picornaviridae,Enterovirus,1,0,0
47508,echovirus e20,Picornaviridae,Enterovirus,1,0,0
47509,echovirus e21,Picornaviridae,Enterovirus,1,0,0
47510,echovirus e24,Picornaviridae,Enterovirus,1,0,0
45101,echovirus e25,Picornaviridae,Enterovirus,1,0,0
47511,echovirus e26,Picornaviridae,Enterovirus,1,0,0
45999,echovirus e27,Picornaviridae,Enterovirus,1,0,0
47512,echovirus e29,Picornaviridae,Enterovirus,1,1,1
47516,echovirus e3,Picornaviridae,Enterovirus,1,0,0
41846,echovirus e30,Picornaviridae,Enterovirus,1,1,1
47513,echovirus e31,Picornaviridae,Enterovirus,1,0,0
47514,echovirus e32,Picornaviridae,Enterovirus,1,0,0
47515,echovirus e33,Picornaviridae,Enterovirus,1,0,0
35295,echovirus e4,Picornaviridae,Enterovirus,1,0,0
40280,echovirus e5,Picornaviridae,Enterovirus,1,0,0
12062,echovirus e6,Picornaviridae,Enterovirus,1,0,0
46018,echovirus e7,Picornaviridae,Enterovirus,1,0,0
12060,echovirus e9,Picornaviridae,Enterovirus,1,0,0
138948,enterovirus a,Picornaviridae,Enterovirus,1,1,1
1435148,enterovirus a120,Picornaviridae,Enterovirus,1,0,0
39054,enterovirus a71,Picornaviridae,Enterovirus,1,1,1
306588,enterovirus a76,Picornaviridae,Enterovirus,1,1,1
306586,enterovirus a89,Picornaviridae,Enterovirus,1,0,0
297248,enterovirus a90,Picornaviridae,Enterovirus,1,1,1
138949,enterovirus b,Picornaviridae,Enterovirus,1,1,1
325447,enterovirus b100,Picornaviridae,Enterovirus,1,0,0
408681,enterovirus b101,Picornaviridae,Enterovirus,1,0,0
1248136,enterovirus b106,Picornaviridae,Enterovirus,1,0,0
2487725,enterovirus b107,Picornaviridae,Enterovirus,1,1,1
1442164,enterovirus b111,Picornaviridae,Enterovirus,1,0,0
171720,enterovirus b69,Picornaviridae,Enterovirus,1,0,0
200154,enterovirus b73,Picornaviridae,Enterovirus,1,0,0
222889,enterovirus b74,Picornaviridae,Enterovirus,1,0,0
282345,enterovirus b75,Picornaviridae,Enterovirus,1,0,0
222887,enterovirus b77,Picornaviridae,Enterovirus,1,0,0
2760813,enterovirus b79,Picornaviridae,Enterovirus,1,1,1
318563,enterovirus b80,Picornaviridae,Enterovirus,1,0,0
318564,enterovirus b81,Picornaviridae,Enterovirus,1,0,0
318565,enterovirus b82,Picornaviridae,Enterovirus,1,1,1
318566,enterovirus b83,Picornaviridae,Enterovirus,1,0,0
318567,enterovirus b84,Picornaviridae,Enterovirus,1,0,0
318568,enterovirus b85,Picornaviridae,Enterovirus,1,0,0
318569,enterovirus b86,Picornaviridae,Enterovirus,1,0,0
318570,enterovirus b87,Picornaviridae,Enterovirus,1,0,0
318571,enterovirus b88,Picornaviridae,Enterovirus,1,0,0
991902,enterovirus b93,Picornaviridae,Enterovirus,1,0,0
325446,enterovirus b97,Picornaviridae,Enterovirus,1,0,0
582384,enterovirus b98,Picornaviridae,Enterovirus,1,0,0
138950,enterovirus c,Picornaviridae,Enterovirus,1,1,1
2760818,enterovirus c102,Picornaviridae,Enterovirus,1,0,0
2650411,enterovirus c104,Picornaviridae,Enterovirus,1,0,0
2749421,enterovirus c105,Picornaviridae,Enterovirus,1,0,0
861519,enterovirus c109,Picornaviridae,Enterovirus,1,0,0
2760819,enterovirus c117,Picornaviridae,Enterovirus,1,0,0
2760820,enterovirus c118,Picornaviridae,Enterovirus,1,0,0
325445,enterovirus c96,Picornaviridae,Enterovirus,1,0,0
1295563,enterovirus c99,Picornaviridae,Enterovirus,1,1,1
138951,enterovirus d,Picornaviridae,Enterovirus,1,1,1
1141754,enterovirus d111,Picornaviridae,Enterovirus,1,0,0
42789,enterovirus d68,Picornaviridae,Enterovirus,1,1,1
12090,enterovirus d70,Picornaviridae,Enterovirus,1,1,1
2015550,enterovirus d94,Picornaviridae,Enterovirus,1,0,0
106966,enterovirus g,Picornaviridae,Enterovirus,0,1,1
310907,enterovirus h,Picornaviridae,Enterovirus,0,1,1
123738,enterovirus yanbian 96-83csf,Picornaviridae,Enterovirus,1,0,0
185942,human rhinovirus a95,Picornaviridae,Enterovirus,1,0,0
433730,human rhinovirus ams323,Picornaviridae,Enterovirus,1,0,0
12080,poliovirus 1,Picornaviridae,Enterovirus,1,1,1
12083,poliovirus 2,Picornaviridae,Enterovirus,1,0,0
12086,poliovirus 3,Picornaviridae,Enterovirus,1,0,0
64141,porcine enterovirus 9,Picornaviridae,Enterovirus,0,1,1
147711,rhinovirus a,Picornaviridae,Enterovirus,1,0,0
573824,rhinovirus a1,Picornaviridae,Enterovirus,1,1,1
185892,rhinovirus a10,Picornaviridae,Enterovirus,1,0,0
